SMILES,MP
CC12CCC(O)=CC1=CCC1C2=C(O)CC2(C)C1CCC2(O)C(O)CO,208.5
CC12CCC(O)=CC1=CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,208.5
CC12CCC(O)=CC1=CCC1C2C(O)=CC2(C)C1CCC2(O)C(O)CO,208.5
NC(=O)C=CC(=O)O,159.5
[NH2][C](=[O])[CH]=[CH][C](=[O])[OH],159.5
N=C(O)C=CC(=O)O,159.5
O=C1NN=C(C1=Cc1c[nH]c2c1cccc2)c1c(O)c2ccccc2n(c1=O)C,297.0
CN1C(=O)C(C2=NNC(=O)C2=CC2=CNC3=C2C=CC=C3)=C(O)C2=CC=CC=C21,297.0
Cn1c(=O)c(C2=NNC(=O)C2=Cc2c[nH]c3ccccc23)c(O)c2ccccc21,297.0
[CH3][n]1[c](=[O])[c]([C]2=[N][NH][C](=[O])[C]2=[CH][c]2[cH][nH][c]3[cH][cH][cH][cH][c]23)[c]([OH])[c]2[cH][cH][cH][cH][c]21,297.0
Cn1c(=O)c(C2=NN=C(O)C2=Cc2c[nH]c3ccccc23)c(O)c2ccccc21,297.0
CN1C(=O)C(C2=NN=C(O)C2=CC2=CNC3=CC=CC=C23)=C(O)C2=CC=CC=C21,297.0
CN1C(=O)C(=C2N=NC(=O)C2CC2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(=C2N=NC(=O)C2Cc2c[nH]c3ccccc23)C(=O)c2ccccc21,297.0
CN1C(=O)C(=C2N=NC(O)=C2CC2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(=C2N=NC(O)=C2Cc2c[nH]c3ccccc23)C(=O)c2ccccc21,297.0
CN1C(=O)C(=C2NN=C(O)C2C=C2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(=C2NNC(=O)C2C=C2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(=C2NNC(O)=C2C=C2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(=c2[nH][nH]c(=O)c2=CC2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(=c2[nH][nH]c(=O)c2=Cc2c[nH]c3ccccc23)C(=O)c2ccccc21,297.0
CN1C(=O)C(=c2[nH]nc(O)c2=CC2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(=c2[nH]nc(O)c2=Cc2c[nH]c3ccccc23)C(=O)c2ccccc21,297.0
CN1C(=O)C(C2=C(CC3C=Nc4ccccc43)C(=O)N=N2)C(=O)c2ccccc21,297.0
CN1C(=O)C(C2=C(Cc3c[nH]c4ccccc34)C(=O)N=N2)C(=O)c2ccccc21,297.0
CN1C(=O)C(C2=NN=C(O)C2=CC2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(C2=NN=C(O)C2=Cc2c[nH]c3ccccc23)C(=O)c2ccccc21,297.0
CN1C(=O)C(C2=NN=C(O)C2C=C2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(C2=NNC(=O)C2=CC2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(C2=NNC(=O)C2=Cc2c[nH]c3ccccc23)C(=O)c2ccccc21,297.0
CN1C(=O)C(C2=NNC(=O)C2C=C2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(c2[nH][nH]c(=O)c2C=C2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(c2[nH]nc(O)c2C=C2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
CN1C(=O)C(c2n[nH]c(O)c2C=C2C=Nc3ccccc32)C(=O)c2ccccc21,297.0
Cn1c(=O)c(-c2[nH][nH]c(=O)c2C=C2C=Nc3ccccc32)c(O)c2ccccc21,297.0
Cn1c(=O)c(-c2[nH]nc(O)c2C=C2C=Nc3ccccc32)c(O)c2ccccc21,297.0
Cn1c(=O)c(-c2n[nH]c(O)c2C=C2C=Nc3ccccc32)c(O)c2ccccc21,297.0
Cn1c(=O)c(C2=C(CC3C=Nc4ccccc43)C(=O)N=N2)c(O)c2ccccc21,297.0
Cn1c(=O)c(C2=C(Cc3c[nH]c4ccccc34)C(=O)N=N2)c(O)c2ccccc21,297.0
Cn1c(=O)c(C2=NN=C(O)C2=CC2C=Nc3ccccc32)c(O)c2ccccc21,297.0
Cn1c(=O)c(C2=NN=C(O)C2C=C2C=Nc3ccccc32)c(O)c2ccccc21,297.0
Cn1c(=O)c(C2=NNC(=O)C2=CC2C=Nc3ccccc32)c(O)c2ccccc21,297.0
Cn1c(=O)c(C2=NNC(=O)C2C=C2C=Nc3ccccc32)c(O)c2ccccc21,297.0
Cn1c(O)c(-c2[nH][nH]c(=O)c2C=C2C=Nc3ccccc32)c(=O)c2ccccc21,297.0
Cn1c(O)c(-c2[nH]nc(O)c2C=C2C=Nc3ccccc32)c(=O)c2ccccc21,297.0
Cn1c(O)c(-c2n[nH]c(O)c2C=C2C=Nc3ccccc32)c(=O)c2ccccc21,297.0
Cn1c(O)c(C2=C(CC3C=Nc4ccccc43)C(=O)N=N2)c(=O)c2ccccc21,297.0
Cn1c(O)c(C2=C(Cc3c[nH]c4ccccc34)C(=O)N=N2)c(=O)c2ccccc21,297.0
Cn1c(O)c(C2=NN=C(O)C2=CC2C=Nc3ccccc32)c(=O)c2ccccc21,297.0
Cn1c(O)c(C2=NN=C(O)C2=Cc2c[nH]c3ccccc23)c(=O)c2ccccc21,297.0
Cn1c(O)c(C2=NN=C(O)C2C=C2C=Nc3ccccc32)c(=O)c2ccccc21,297.0
Cn1c(O)c(C2=NNC(=O)C2=CC2C=Nc3ccccc32)c(=O)c2ccccc21,297.0
Cn1c(O)c(C2=NNC(=O)C2=Cc2c[nH]c3ccccc23)c(=O)c2ccccc21,297.0
Cn1c(O)c(C2=NNC(=O)C2C=C2C=Nc3ccccc32)c(=O)c2ccccc21,297.0
OC1CCCCC1(C)C,8.0
CC1(C)CCCCC1O,8.0
[CH3][C]1([CH3])[CH2][CH2][CH2][CH2][CH]1[OH],8.0
Brc1cccnc1O,187.0
OC1=NC=CC=C1Br,187.0
Oc1ncccc1Br,187.0
[OH][c]1[n][cH][cH][cH][c]1[Br],187.0
OC1=C(Br)C=CC=N1,187.0
O=C1N=CC=CC1Br,187.0
O=c1[nH]cccc1Br,187.0
O=C1OC(C)(C)OC(=O)C1=NNc1ccc(cc1)Br,260.0
CC1(C)OC(=O)C(=NNC2=CC=C(Br)C=C2)C(=O)O1,260.0
CC1(C)OC(=O)C(=NNc2ccc(Br)cc2)C(=O)O1,260.0
[CH3][C]1([CH3])[O][C](=[O])[C](=[N][NH][c]2[cH][cH][c]([Br])[cH][cH]2)[C](=[O])[O]1,260.0
CC1(C)OC(=O)C(N=Nc2ccc(Br)cc2)=C(O)O1,260.0
CC1(C)OC(=O)C(N=Nc2ccc(Br)cc2)C(=O)O1,260.0
CC(=O)c1sc(=N)n(n1)c1ccc(cc1)F,199.0
CC(=O)C1=NN(C2=CC=C(F)C=C2)C(=N)S1,199.0
CC(=O)c1nn(-c2ccc(F)cc2)c(=N)s1,199.0
[CH3][C](=[O])[c]1[n][n](-[c]2[cH][cH][c]([F])[cH][cH]2)[c](=[NH])[s]1,199.0
C=C(O)c1nn(-c2ccc(F)cc2)c(=N)s1,199.0
N#Cc1coc2c(c1=O)cc(cc2)C,152.0
CC1=CC2=C(C=C1)OC=C(C#N)C2=O,152.0
Cc1ccc2occ(C#N)c(=O)c2c1,152.0
[CH3][c]1[cH][cH][c]2[o][cH][c]([C]#[N])[c](=[O])[c]2[cH]1,152.0
Cc1c(C)cccc1C,-25.0
CC1=C(C)C(C)=CC=C1,-25.0
Cc1cccc(C)c1C,-25.0
[CH3][c]1[cH][cH][cH][c]([CH3])[c]1[CH3],-25.0
COC1C=COC2(C)Oc3c(C2=O)c2c(O)cc(c(c2c(c3C)O)O)NC(=O)C(=CC=CC(C(C(C(C(C(C1C)OC(=O)C)C)O)C)O)C)C,300.0
COC1C=COC2(C)OC3=C(C2=O)C2=C(O)C=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(O)=C2C(O)=C3C,300.0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,300.0
[CH3][O][CH]1[CH]=[CH][O][C]2([CH3])[O][c]3[c]([CH3])[c]([OH])[c]4[c]([OH])[c]([cH][c]([OH])[c]4[c]3[C]2=[O])[NH][C](=[O])[C]([CH3])=[CH][CH]=[CH][CH]([CH3])[CH]([OH])[CH]([CH3])[CH]([OH])[CH]([CH3])[CH]([O][C]([CH3])=[O])[CH]1[CH3],300.0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,300.0
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(C=C(O)C4=C3C2=O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(=O)C=C(NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C)C4=O)C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(=O)C=C(NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C)C4=O)C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(=O)CC(=C4O)N=C(O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C)C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(=O)CC(=C4O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(=O)CC(=C4O)NC(=O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C)C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(=O)CC(=C4O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(=O)CC(=C4O)NC(O)=C(C)C=CC=C(C)C(O)C(C)C(O)C1C)C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(=O)CC(=NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C)C4=O)C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(=O)CC(=NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C)C4=O)C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(O)=CC(=NC(=O)C(C)CC=CC(C)C(O)C(C)C(O)C1C)C4=O)C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(O)=CC(=NC(=O)C(C)CC=CC(C)C(O)C(C)C(O)C1C)C4=O)C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(O)=CC(=NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C)C4=O)C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(C(O)=CC(=NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C)C4=O)C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=CC(=O)C4=C3C2=O)NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=NC(=O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C)C=C(O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=NC(=O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C)CC(=O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=NC(=O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C)CC(O)=C4C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)C=C(O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)CC(=O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)CC(O)=C4C3=C2O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=NC(O)=C(C)C=CC=C(C)C(O)C(C)C(O)C1C)C=C(O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=NC(O)=C(C)C=CC=C(C)C(O)C(C)C(O)C1C)CC(=O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4=C(O)C(=NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C)CC(=O)C4=C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(=O)C4=C3C2=O)NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3=C2O)N=C(O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3=C2O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3=C2O)NC(=O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3=C2O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3=C2O)NC(O)=C(C)C=CC=C(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3C2=O)N=C(O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3C2=O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3C2=O)NC(=O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=CC(O)=C4C3C2=O)NC(O)=C(C)C=CC=C(C)C(O)C(C)C(O)C1C,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(=O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C)C=C(O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(=O)C(=C)CC=CC(C)C(O)C(C)C(O)C1C)CC(=O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)C=C(O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C1C)CC(=O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(=O)C(C)CC=CC(C)C(O)C(C)C(O)C1C)C=C(O)C4=C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(=O)C(C)CC=CC(C)C(O)C(C)C(O)C1C)CC(=O)C4=C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(O)=C(C)C=CC=C(C)C(O)C(C)C(O)C1C)C=C(O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(O)=C(C)C=CC=C(C)C(O)C(C)C(O)C1C)CC(=O)C4C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C)C=C(O)C4=C3C2=O,300.0
C=C(O)OC1C(C)C(OC)C=COC2(C)OC3=C(C)C(=O)C4C(=O)C(=NC(O)=C(C)CC=CC(C)C(O)C(C)C(O)C1C)CC(=O)C4=C3C2=O,300.0
O=C(OC(C)(C)C)N[C@H](C(=O)O)Cc1ccc(cc1Cl)Cl,135.0
CC(C)(C)OC(=O)N[C@@H](CC1=CC=C(Cl)C=C1Cl)C(=O)O,135.0
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(Cl)cc1Cl)C(=O)O,135.0
[CH3][C]([CH3])([CH3])[O][C](=[O])[NH][C@@H]([CH2][c]1[cH][cH][c]([Cl])[cH][c]1[Cl])[C](=[O])[OH],135.0
CC(C)(C)OC(O)=N[C@@H](Cc1ccc(Cl)cc1Cl)C(=O)O,135.0
CC(C)(C)OC(O)=N[C@@H](CC1=C(Cl)C=C(Cl)C=C1)C(=O)O,135.0
CC(C)(C)OC(=O)NC(Cc1ccc(Cl)cc1Cl)=C(O)O,135.0
CC(C)(C)OC(=O)NC(Cc1ccc(Cl)cc1Cl)C(=O)O,135.0
CC(C)(C)OC(O)=NC(Cc1ccc(Cl)cc1Cl)=C(O)O,135.0
CC(C)(C)OC(O)=NC(Cc1ccc(Cl)cc1Cl)C(=O)O,135.0
CC(Cc1ccc(cc1)O)N,125.5
CC(N)CC1=CC=C(O)C=C1,125.5
CC(N)Cc1ccc(O)cc1,125.5
[CH3][CH]([NH2])[CH2][c]1[cH][cH][c]([OH])[cH][cH]1,125.5
CC(N)CC1=CCC(=O)C=C1,125.5
N#Cc1cccc(c1)I,40.0
N#CC1=CC=CC(I)=C1,40.0
N#Cc1cccc(I)c1,40.0
[N]#[C][c]1[cH][cH][cH][c]([I])[cH]1,40.0
N#CC1=CC(I)=CC=C1,40.0
NC(=O)c1cc(F)cc(c1)F,156.0
NC(=O)C1=CC(F)=CC(F)=C1,156.0
NC(=O)c1cc(F)cc(F)c1,156.0
[NH2][C](=[O])[c]1[cH][c]([F])[cH][c]([F])[cH]1,156.0
N=C(O)c1cc(F)cc(F)c1,156.0
N=C(O)C1=CC(F)=CC(F)=C1,156.0
CN(C(=O)Cl)C,-33.0
CN(C)C(=O)Cl,-33.0
[CH3][N]([CH3])[C](=[O])[Cl],-33.0
Clc1ccc(c(c1)C(=O)N)N,171.0
NC(=O)C1=CC(Cl)=CC=C1N,171.0
NC(=O)c1cc(Cl)ccc1N,171.0
[NH2][C](=[O])[c]1[cH][c]([Cl])[cH][cH][c]1[NH2],171.0
N=C(O)c1cc(Cl)ccc1N,171.0
N=C(O)C1=C(N)C=CC(Cl)=C1,171.0
N=C(O)C1=CC(Cl)=CCC1=N,171.0
N=C(O)C1C=C(Cl)C=CC1=N,171.0
N=C1C=CC(Cl)=CC1=C(N)O,171.0
N=C1C=CC(Cl)=CC1C(N)=O,171.0
N=C1CC=C(Cl)C=C1C(N)=O,171.0
CCOC(OCC)C,-100.0
CCOC(C)OCC,-100.0
[CH3][CH2][O][CH]([CH3])[O][CH2][CH3],-100.0
OCC(Br)(Br)Br,79.0
[OH][CH2][C]([Br])([Br])[Br],79.0
[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],121.5
O=[N+]([O-])C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1,121.5
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,121.5
[O]=[N+]([O-])[c]1[cH][c]([N+](=[O])[O-])[cH][c]([N+](=[O])[O-])[cH]1,121.5
C=CC(=O)Oc1c(Br)cc(c2c1nccc2)Cl,100.5
C=CC(=O)OC1=C(Br)C=C(Cl)C2=C1N=CC=C2,100.5
C=CC(=O)Oc1c(Br)cc(Cl)c2cccnc12,100.5
[CH2]=[CH][C](=[O])[O][c]1[c]([Br])[cH][c]([Cl])[c]2[cH][cH][cH][n][c]12,100.5
C=CC(=O)OC1=C2N=CC=CC2=C(Cl)C=C1Br,100.5
Cc1ccc(cc1)c1cccc(n1)c1ccc(cc1)C,165.0
CC1=CC=C(C2=CC=CC(C3=CC=C(C)C=C3)=N2)C=C1,165.0
Cc1ccc(-c2cccc(-c3ccc(C)cc3)n2)cc1,165.0
[CH3][c]1[cH][cH][c](-[c]2[cH][cH][cH][c](-[c]3[cH][cH][c]([CH3])[cH][cH]3)[n]2)[cH][cH]1,165.0
CC1=CC=C(C2=NC(C3=CC=C(C)C=C3)=CC=C2)C=C1,165.0
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CCC2OCc1ccccc1)C)C,199.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OCC3=CC=CC=C3)CCC12,199.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OCc3ccccc3)CCC12,199.0
[CH3][C]12[CH2][CH2][C](=[O])[CH]=[C]1[CH2][CH2][CH]1[CH]2[CH2][CH2][C]2([CH3])[CH]([O][CH2][c]3[cH][cH][cH][cH][cH]3)[CH2][CH2][CH]12,199.0
CC12CC=C(O)C=C1CCC1C2CCC2(C)C(OCc3ccccc3)CCC12,199.0
CC12CC=C(O)CC1=CCC1C2CCC2(C)C(OCc3ccccc3)CCC12,199.0
CC12CCC(=O)CC1=CCC1C2CCC2(C)C(OCc3ccccc3)CCC12,199.0
CC12CCC(O)=CC1=CCC1C2CCC2(C)C(OCc3ccccc3)CCC12,199.0
O=C1CC(=O)C=C(O1)C,188.0
CC1=CC(=O)CC(=O)O1,188.0
[CH3][C]1=[CH][C](=[O])[CH2][C](=[O])[O]1,188.0
C=C1C=C(O)C=C(O)O1,188.0
C=C1C=C(O)CC(=O)O1,188.0
C=C1CC(=O)C=C(O)O1,188.0
C=C1CC(=O)CC(=O)O1,188.0
C=C1CC(O)=CC(=O)O1,188.0
Cc1cc(=O)cc(O)o1,188.0
Cc1cc(O)cc(=O)o1,188.0
C(CC1CCCCC1)CC1CCCCC1,-17.0
C1CCC(CCCC2CCCCC2)CC1,-17.0
[CH2]1[CH2][CH2][CH]([CH2][CH2][CH2][CH]2[CH2][CH2][CH2][CH2][CH2]2)[CH2][CH2]1,-17.0
CC1C=c2c(=N1)cc1c(c2)cc(n1C(=O)C)C,279.0
CC(=O)N1C(C)=CC2=CC3=CC(C)N=C3C=C21,279.0
CC(=O)n1c(C)cc2cc3c(cc21)=NC(C)C=3,279.0
[CH3][C](=[O])[n]1[c]([CH3])[cH][c]2[cH][c]3[c]([cH][c]21)=[N][CH]([CH3])[CH]=3,279.0
C=C(O)n1c(C)cc2cc3c(cc21)=NC(C)C=3,279.0
CCCOC1OC(CO[N+](=O)[O-])C(C(C1O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],199.0
CCCOC1OC(CO[N+](=O)[O-])C(O[N+](=O)[O-])C(O[N+](=O)[O-])C1O[N+](=O)[O-],199.0
[CH3][CH2][CH2][O][CH]1[O][CH]([CH2][O][N+](=[O])[O-])[CH]([O][N+](=[O])[O-])[CH]([O][N+](=[O])[O-])[CH]1[O][N+](=[O])[O-],199.0
CCOC(=O)c1c(SC)nn(c1N)C(=O)c1cccc(c1)[N+](=O)[O-],153.0
CCOC(=O)C1=C(N)N(C(=O)C2=CC=CC([N+](=O)[O-])=C2)N=C1SC,153.0
CCOC(=O)c1c(SC)nn(C(=O)c2cccc([N+](=O)[O-])c2)c1N,153.0
[CH3][CH2][O][C](=[O])[c]1[c]([S][CH3])[n][n]([C](=[O])[c]2[cH][cH][cH][c]([N+](=[O])[O-])[cH]2)[c]1[NH2],153.0
CCOC(=O)C1=C(N)N(C(=O)C2=CC([N+](=O)[O-])=CC=C2)N=C1SC,153.0
CCOC(=O)C1C(=N)N(C(=O)c2cccc([N+](=O)[O-])c2)N=C1SC,153.0
CCOC(=O)c1c(SC)[nH]n(C(=O)c2cccc([N+](=O)[O-])c2)c1=N,153.0
CCOC(O)=C1C(=N)N(C(=O)c2cccc([N+](=O)[O-])c2)N=C1SC,153.0
Clc1ccc(cc1)C(=O)C=Cc1ccc(cc1)Br,168.0
O=C(C=CC1=CC=C(Br)C=C1)C1=CC=C(Cl)C=C1,168.0
O=C(C=Cc1ccc(Br)cc1)c1ccc(Cl)cc1,168.0
[O]=[C]([CH]=[CH][c]1[cH][cH][c]([Br])[cH][cH]1)[c]1[cH][cH][c]([Cl])[cH][cH]1,168.0
Fc1ccc(cc1)[Si](c1ccc(cc1)F)(Cn1cncn1)C,54.0
C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,54.0
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,54.0
[CH3][Si]([CH2][n]1[cH][n][cH][n]1)([c]1[cH][cH][c]([F])[cH][cH]1)[c]1[cH][cH][c]([F])[cH][cH]1,54.0
O=Cc1cnc2c(c1)cccc2,70.0
O=CC1=CN=C2C=CC=CC2=C1,70.0
O=Cc1cnc2ccccc2c1,70.0
[O]=[CH][c]1[cH][n][c]2[cH][cH][cH][cH][c]2[cH]1,70.0
O=CC1=CC2=CC=CC=C2N=C1,70.0
NNC(=O)c1cc(OC)c(c(c1)OC)O,156.0
COC1=C(O)C(OC)=CC(C(=O)NN)=C1,156.0
COc1cc(C(=O)NN)cc(OC)c1O,156.0
[CH3][O][c]1[cH][c]([C](=[O])[NH][NH2])[cH][c]([O][CH3])[c]1[OH],156.0
COc1cc(C(O)=NN)cc(OC)c1O,156.0
COC1=C(O)C(OC)=CC(C(O)=NN)=C1,156.0
COC1=CC(=C(O)NN)C=C(OC)C1=O,156.0
COC1=CC(C(=O)NN)=CC(OC)C1=O,156.0
COC1=CC(C(=O)NN)C=C(OC)C1=O,156.0
COC1=CC(C(O)=NN)=CC(OC)C1=O,156.0
