SMILES,Mpexp,GNN1,GNN2,GNN3,GNN4,GNN5,GNN6,GNN7,GNN8,GNN9,GNN10,consensus GNN,SD
OC(=O)C=CC1=CC2=C(OCCO2)C=C1,167,140.39972,161.30919,189.44972,176.54138,179.19882,190.38661,178.63075,177.20306,193.63939,203.61113,179.036977,16.9447731675334
CC(C)(C)C1=CC=C(C=C1)C(=O)CC#N,79,74.45135,107.64451,116.59142,102.699745,101.642044,113.66924,117.26823,120.74973,104.89198,94.096504,105.3704753,12.9706825864666
COC1=C(OC)C=C(CCNC2=NN=C(S)S2)C=C1,190,165.26288,157.47206,182.06734,131.37982,186.96304,188.93167,163.05287,179.72708,152.42201,131.0859,163.836467,20.1220318578145
CCN(CC)C(N)=S,100,102.17756,86.80812,80.35071,103.49037,78.252686,71.42619,95.30376,75.09242,81.40032,92.84416,86.7146296,10.6819413825846
ClC1=C(SC(=N1)N1CCCCC1)C=O,90,75.82586,90.86651,72.234024,102.07681,120.04476,52.46497,80.98421,73.52886,98.140594,88.100845,85.4267443,17.8550124993561
NC(=S)N1CCCC1,141,195.50607,147.66325,150.12625,175.98245,105.43189,179.46297,130.50848,141.59926,146.53743,142.56032,151.537837,24.6980365054492
CC(C)(C)C1CCC2=C(C1)C=C(S2)C(O)=O,170,151.64857,148.56377,188.67897,170.96959,146.40002,207.61662,170.4569,215.25473,171.53902,204.01549,177.514368,24.0022172809113
CCOC1=C(OC)C(Cl)=CC(C=O)=C1,56,55.09627,58.28184,75.9274,58.859024,46.06507,83.018936,59.483376,67.73376,88.21544,74.88625,66.7567366,12.756530759189
CC(Cl)C(=O)C1=C(C)N(C(C)=C1)C1=CC=CC=C1,80,68.19512,91.72572,55.724804,93.871185,116.24933,54.62088,88.40572,90.759796,93.318634,67.790764,82.0661953,18.673096788511
NC1=CC(=NN1)C1=CC(=CC=C1)[N+]([O-])=O,138,192.58171,177.90182,168.79518,188.44978,173.99014,201.15005,248.31633,200.46887,197.56328,218.84262,196.805978,22.1855722093057
CC(Cl)C1=NC2=C(C(C)=C(C)S2)C(=O)N1,216,183.664,210.09048,217.46356,187.36346,191.41344,146.4427,205.02519,196.50015,179.17796,227.53664,194.467758,21.6765368796387
CCOC(=O)C1=C(C)C2=C(S1)N=C(CS(=O)(=O)CC(O)=O)NC2=O,278,190.32857,165.6976,164.89224,191.36096,155.99025,167.59279,196.60606,170.59726,186.68228,199.98505,178.973306,14.8210917797119
CC(C)C1=C2N=C(Cl)C=C(C)C2=CC=C1,44,51.189556,72.49576,60.567924,49.789158,53.957508,81.89027,35.091496,52.080654,67.11092,33.307297,55.7480543,14.5584070922519
COC1=C(OCC#C)C(Cl)=CC(C=O)=C1,107,60.69432,85.988365,99.15229,69.905685,88.403755,99.22315,104.94157,68.09614,107.17391,131.04933,91.4628515,20.2773208960465
COC1=C(OCCC(C)C)C=CC(=C1)C(=O)NN,89,115.26171,119.830925,119.87148,108.31165,113.332855,132.82469,134.33978,111.60911,79.104904,121.10723,115.5594334,14.5620134628149
CCOC(=O)C1=C(N)N(CCO)C2=C1N=C1C=CC=CC1=N2,227,176.86087,171.95772,156.45065,166.68587,174.19136,178.27847,184.56729,193.26535,166.92337,168.29901,173.747996,9.78233019054581
CCOC1=C(OC)C=C(C=CC(O)=O)C=C1,203,164.67801,169.33438,193.04271,170.37897,169.91432,175.21257,186.34973,165.12318,181.84436,177.1185,175.299673,8.87833637790555
CCN(CC)S(=O)(=O)C1=CC(N)=C(NCCO)C=C1,158,92.37751,122.68543,104.63561,90.88062,97.48614,130.8798,124.538826,75.4982,104.329216,100.495834,104.3807186,16.3304555741281
NC1=C(Cl)C=C(Cl)C2=C1N=S=N2,177,148.89485,157.77586,122.188896,144.47475,133.47118,150.637,130.1455,169.30827,108.072044,131.44606,139.641441,17.1332837105309
NNC(=O)C1=CC=C(C=C1)N1C=NN=N1,229,166.09456,216.31406,238.85744,229.72722,187.91495,234.77917,210.6259,216.16397,243.44884,221.46576,216.539187,22.6986605936011
NC1=CC=C(C=C1)S(=O)(=O)C(F)F,103,96.54926,157.34706,125.23341,83.6699,108.07713,72.71409,107.53053,125.34744,44.984467,101.61357,102.3066857,29.4772065227727
CCOC1=C(OC)C=C(C=C1Cl)C(O)=O,117,169.4842,193.4555,151.86044,141.28627,184.41783,188.76163,185.59785,157.99008,168.2744,168.00879,170.913699,16.2786556465492
SC1=NC2=C(N1)N=CC(Cl)=C2,353,264.56012,294.65594,242.49585,257.22742,264.3868,260.01587,284.12848,267.51352,290.2438,273.22266,269.845046,15.212064301958
O=CC1=C(OCC#C)C=CC=C1,71,27.48777,20.6676,60.911247,53.93479,38.23575,33.411247,54.688732,49.32408,22.496986,62.60905,42.3767252,15.0732020047742
SC1=NC2=C(N1)C(Cl)=CC(Cl)=C2,377,237.24005,259.37292,236.35341,243.00546,247.01793,275.84933,257.7862,242.85062,272.98257,275.05646,254.751495,14.8488981871149
FC1=CC=C(C=C1)C(=O)N1CCCCC(Cl)C1=O,144,106.24451,90.771255,99.27396,91.34881,77.2107,77.2017,85.32945,66.71447,94.62557,110.208015,89.892844,12.9357726014258
ClC1=C2C=CC=CC2=NC(=N1)C1=CN=CC=C1,181,161.7102,155.25438,166.49066,189.39743,177.99063,170.69098,200.97968,161.36151,187.83083,208.2692,177.99755,17.0771299160854
CCN(CC)CC1=NC2=C(C(C)=C(C)S2)C(Cl)=N1,31,84.71644,105.56962,58.347485,106.746994,74.860855,80.90078,86.08307,102.429375,84.032326,133.15808,91.6845025,19.7594314747814
FC1=CC=C(C=C1)C1=CSC2=C1C(Cl)=NC(CC1=CC=C(Cl)C=C1)=N2,149,129.41885,153.88759,149.6154,133.78845,148.08667,166.97737,134.10074,179.97845,137.0178,182.73538,151.56067,18.3325691891355
CCNC(=O)COC1=C(OC)C=C(C=O)C=C1,110,92.60168,116.551575,146.48956,111.55498,136.68436,104.37505,123.731026,119.42999,94.80816,101.36887,114.7595251,16.6716800563384
CSC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,226,162.86993,186.39317,205.69861,212.77649,226.67674,199.68114,213.7582,212.43347,201.41815,202.69843,202.440433,16.627885275424
CN1CCN(CC1)S(=O)(=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,277,88.83166,84.711136,72.047325,115.28681,126.19772,110.09415,71.100174,83.14409,112.82768,76.76875,94.1009495,19.0717230613977
OC(=O)C1=CC=C(NC2=NS(=O)(=O)C3=C2C=CC=C3)C=C1,370,223.0257,248.27856,206.80902,191.86987,184.69046,196.41447,226.55695,206.26933,234.58595,227.32423,214.582454,19.4463362913404
CC1=C(COC2=C(C=CC=C2)C(O)=O)C(C)=NO1,173,115.390076,154.26804,166.38715,145.88503,191.21341,135.11307,158.70705,123.997154,140.00851,145.27817,147.624766,20.5897290458797
CC(NC1=NS(=O)(=O)C2=C1C=CC=C2)C(O)=O,221,222.46567,203.5217,191.84164,165.09886,150.54558,178.15135,181.03699,174.1834,210.6805,178.8636,185.638929,20.6139994696485
ClCC(=O)NC1=C(I)C=CC=C1,39,102.443886,96.09957,103.3366,89.41678,98.40495,150.4679,109.325874,117.44106,114.79915,104.45535,108.619112,16.065531614154
CC1=C(NC(=O)CCl)C=CC(=C1)[N+]([O-])=O,119,137.95795,121.900696,157.40575,121.46754,142.17068,146.7423,102.91401,137.23389,148.27368,138.83862,135.4905116,15.0924059974382
CC(=O)NC1=CC(NC(=O)CCl)=CC=C1,174,180.33823,175.83614,174.028,185.65959,169.97739,182.28,167.66092,192.52806,176.17099,164.10568,176.8585,8.17682499363414
ClCC(=O)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,105.5,58.082947,102.77412,104.68466,123.031624,82.043686,118.74563,112.74959,103.926186,122.62597,75.14492,100.3809333,20.7296649130351
FC1=CC=C(C=C1)N1C(=O)CSC1=S,138,168.20242,85.181854,131.99689,183.86668,123.24924,219.80899,107.40064,164.60977,147.96045,98.494774,143.0771708,39.7473592255866
COC1=C(C=O)C=C(Br)C=C1Br,94.5,90.32392,110.2767,109.25159,69.13678,101.17046,99.43792,124.12032,98.28321,83.38676,107.676315,99.3063975,14.6761888094088
CC1=NC2=C(C=CC=C2)C(=O)N1C1=CC=C(Br)C=C1,177,151.99106,130.79549,155.52057,136.42708,155.97658,150.21889,156.94069,140.27034,118.682846,163.24101,146.0064556,13.2766327401465
CC1=NC2=C(C=CC=C2)C(=O)N1C1=CC=C(F)C=C1,135,159.7078,144.82414,143.71686,136.40022,134.03693,138.8621,139.24077,138.67963,119.558105,168.6035,142.3630055,12.8755944824424
OC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,216,153.11609,187.12044,163.87833,186.47594,166.72916,191.78532,188.60489,169.35875,209.48106,162.65222,177.92022,16.4450726407785
COC1=C(NC(=O)CCl)C=C(C=C1)S(=O)(=O)N(C)C,153,96.62004,131.9148,113.1273,113.80993,125.52426,133.08247,164.05592,134.05261,116.198135,106.54888,123.4934345,17.8537120115628
BrCC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCCC1,71,104.68852,80.745605,131.7953,91.67201,128.63985,93.79796,99.77111,95.17298,75.30673,79.38212,98.0972185,18.3131593987848
BrCC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCC1,122,123.04711,61.713276,132.36353,96.7001,146.98361,99.954285,87.569,100.745964,79.20126,86.45351,101.4731645,24.5199320764249
CC(C)N1C(S)=NC2=C(C(C)=C(C)S2)C1=O,271,180.01045,187.45924,184.36115,200.37251,169.39944,155.18806,199.9921,155.2325,182.30257,232.45966,184.677768,21.8387708959139
CC(NS(=O)(=O)C1=CC=C(NC(C)=O)C=C1)C(O)=O,179,199.37634,203.44344,204.29924,190.91588,186.4524,188.11678,166.27995,197.7878,192.03204,166.87262,189.557649,12.846866014348
CC(C)CN1C(S)=NC2=C(C(=CS2)C2=CC=CS2)C1=O,237,202.26736,216.75073,170.21571,164.09396,188.8478,173.63783,124.21912,172.2522,150.2129,138.70451,170.120212,26.6495185285816
CSCCC(NS(=O)(=O)C1=C(F)C=CC=C1)C(O)=O,105,130.43124,93.7378,127.73877,113.348785,106.46308,100.87834,125.753136,143.24724,119.45465,101.490326,116.2543367,14.9253658822822
COC1=C(C=CC=C1)C(=O)NC(C(C)C)C(O)=O,128.5,128.29774,140.74292,130.96545,92.9625,126.66558,123.13665,131.12712,111.48408,132.798,100.43769,121.861773,14.5354798049016
CC1CCC(CC1)NC(=O)CCl,153.5,74.399445,55.145325,78.45524,72.98372,110.6178,82.57467,76.25027,77.744514,58.67733,106.263695,79.3112009,16.7441193789281
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NCCC(O)=O,161,198.84697,193.27638,188.43596,207.33475,202.54813,165.65121,159.9603,184.37817,192.35483,174.38127,186.716797,14.8927725562402
CC(C)C1=C(NC(=O)C(C)Cl)C(C)=CC=C1,127,128.05872,110.41669,76.8443,118.92213,74.67303,126.34638,80.486145,71.40856,112.57498,159.06436,105.8795295,27.6132592142572
CC(Cl)C(=O)NC1=C(C)C=CC=C1,113,106.974846,96.64528,96.66764,98.25788,99.41999,80.50627,103.69892,84.58155,99.09343,142.13544,100.7981246,15.7341726923765
CC(Cl)C(=O)NC1=CC(=CC=C1)S(=O)(=O)N(C)C,165,131.01146,117.12894,76.75628,110.08439,136.13872,129.41196,123.41755,91.56514,98.707146,155.31921,116.9540796,22.0797508571221
CN1C(S)=NC2=C(C(C)=C(C)S2)C1=O,289,200.7787,199.13934,232.42165,219.30098,208.18324,175.33348,217.22827,168.58025,149.8102,220.59128,199.136739,25.1396491037745
CN1C(S)=NN=C1CC1=CC=CS1,159,146.65752,146.03098,180.80539,159.05553,144.83675,179.75705,184.06741,144.07722,140.94524,123.32359,154.955668,19.2710714988263
CC1=CSC(SCC2=C(C=CC=C2)C(O)=O)=N1,160.5,129.15002,112.23398,142.32272,127.096306,117.15467,131.2021,104.61188,127.47796,123.33963,110.81376,122.5403026,10.7238106598288
OC(=O)C1=C(CSC2=NN=CN2)C=CC=C1,178,174.72348,139.00882,193.0473,196.48729,217.97757,166.21877,203.7454,213.01866,171.47949,175.45987,185.116665,22.9518726612123
CC1=NN(C2CCS(=O)(=O)C2)C(N)=C1,216,148.23508,155.83493,158.06795,127.696205,130.62213,135.47205,126.72398,177.65247,123.53481,136.57933,142.0418935,16.5526852647179
OC(=O)COC1=CC2=C(OC3=C2C=CC=C3)C=C1,133,174.06111,175.41484,176.99713,194.61606,188.64458,159.61647,177.42618,175.68633,180.01857,174.87152,177.735279,8.77155597139806
CC1CCC2(CC1)NC(=O)N(N)C2=O,119,176.9073,203.18779,147.7131,175.07292,136.98169,166.01662,161.12244,104.190506,117.35357,175.6853,156.4231236,28.5447207218897
CN(CC(=O)NC1=CC=C(F)C=C1)C(=O)CCl,160,87.89101,128.46074,152.5096,128.92868,129.1839,125.393074,114.91695,150.58478,125.54591,133.6561,127.7070744,17.1380233313741
CC1=C(CSCC(O)=O)C(C)=NO1,93,125.14305,121.59046,153.11441,124.9486,134.96057,103.03239,100.75936,128.0866,114.16325,90.48731,119.6286,17.323493385941
CSCC1=C(OC2=C1C=CC=C2)C(O)=O,101,156.4241,143.96565,176.4156,137.39983,140.90352,165.36562,157.67917,164.70764,206.32703,162.32593,161.151409,18.9986495122356
[O-][N+](=O)C1=C(Br)C=C2OCCOC2=C1,168,78.09502,123.111465,115.41913,97.128334,98.04102,102.70205,64.54283,110.94691,89.565956,99.627815,97.918053,16.4736492052582
CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)N1CCNCC1)[N+]([O-])=O,132,67.89604,109.01314,61.544415,102.91308,95.93009,105.93361,92.705376,110.586296,115.062256,83.483,94.5067303,17.3614366205714
NCC(C1=CNC2=C1C=CC=C2)C1=C(Cl)C=C(Cl)C=C1,131,171.60641,162.71088,197.74472,182.42937,209.15875,183.26903,181.418,219.82344,213.23737,200.86485,192.226282,17.8443949762354
COC1=C(O)C=CC(=C1)C(C[N+]([O-])=O)C1=CNC2=C1C=CC=C2,116,190.15343,202.25012,187.95001,165.25781,206.59868,199.96625,200.2012,220.77945,209.59714,200.8486,198.360269,14.1263859034747
OC(=O)C1=CC=C(C=C1)S(=O)(=O)C(F)F,233,177.03865,249.80014,200.79231,173.02032,173.12263,147.24246,174.68135,184.86377,137.99048,179.17413,179.772624,28.8082089007943
CCC1=C(O)C=C2OC(=O)C=C(CCl)C2=C1,217,200.41345,199.38937,172.4249,168.31625,154.28654,202.89645,209.88744,174.7092,204.42297,175.68858,186.243515,18.2167089690335
CC1=C(C)C2=C(S1)N=C(C)N=C2S,194,180.8466,216.50311,207.36859,225.73308,217.23134,171.79329,215.5177,179.57196,186.65662,231.61372,203.283601,20.4352318842941
[O-][N+](=O)C1=C(Cl)C=CC(=C1)S(=O)(=O)NCCN1CCOCC1,120,90.060936,132.95001,135.35866,153.45078,113.54259,113.54387,117.61854,106.77033,114.64418,113.67549,119.1615386,16.5669030592483
NC(=O)CCS(=O)(=O)CCCl,140,121.55868,143.49962,107.85107,151.53712,144.77997,150.77057,129.7511,143.22003,96.38706,146.33981,133.569503,18.1714586835301
COC1=C(OC)C(Cl)=CC(=C1)C(O)=O,192,172.59698,190.36958,168.31352,162.26918,199.97119,194.54356,196.30847,161.9182,175.34105,191.8894,181.352113,14.0048259233916
ClCC(=O)NCC(C1=CNC2=C1C=CC=C2)C1=C(Cl)C=C(Cl)C=C1,74,127.2621,176.6204,167.42955,149.433,178.27344,189.3464,156.23769,186.79352,167.39119,194.792,169.357929,19.5740889688851
NC1=CC(=NN1CCO)C1=CC=CC=C1,143,163.54535,113.529205,153.3541,132.26997,122.42354,131.79617,128.78256,152.85355,154.31772,124.3776,137.7249765,15.9929687495002
OC(=O)CSCC1=CC(Cl)=C(Cl)C=C1,68,78.59619,89.276985,81.89853,75.83947,97.700005,59.081142,96.12365,108.601906,76.128296,83.8168,84.7062974,13.2134142989569
OC(=O)CSCC1=CC=C(F)C=C1,72,71.50856,62.186954,73.89527,50.57524,74.68437,50.277233,89.46004,67.716125,53.16016,42.565308,63.602926,13.7028134027226
COC(=O)C1=CC2=C(C=C1)N=NN2O,167,149.31598,182.08084,196.2065,166.60191,147.2906,185.69215,167.16312,149.08034,216.64188,161.40112,172.147444,21.6403190107125
CC1=CC(CSCC(O)=O)=CC=C1,75,59.422688,60.191055,62.19622,65.68783,69.90687,48.320385,78.45708,78.86866,51.888836,41.08411,61.6023734,11.6906803327245
CN(C)CCCNS(=O)(=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,99,87.31212,113.17801,98.69902,143.24971,107.39997,138.27603,83.07595,96.99044,64.21214,77.37441,100.97678,24.0942200815893
CC1=C(COC2=C(C=CC=C2)C(O)=O)C=CC=C1,104,127.10725,127.09978,124.84206,127.82435,145.41042,115.26082,146.39334,153.13072,146.32565,149.7118,136.310619,12.503823966414
CON=CC1=CC=C(C=C1)C(O)=O,184,206.7993,226.19838,190.61977,217.76799,203.45863,175.21834,204.51064,198.27621,175.47777,225.18921,202.351624,17.2227193202376
CCNC1=NC2=C(S1)C=CC(Cl)=C2,119,133.26442,123.013626,122.32201,95.97364,127.879166,151.57161,126.73452,106.749275,125.63502,156.64363,126.9786917,17.1317117181514
NNC(=S)NC1CCCC1,77,172.9789,139.10806,170.66403,158.35136,163.13829,160.29016,180.38925,163.7415,187.92838,155.49028,165.208021,13.0004426969419
OC1=C(C=O)C=C(CCl)C=C1,88,64.2229,106.11768,63.373768,111.055984,78.13843,66.08065,74.00175,70.70066,100.46659,80.53205,81.4690462,16.9976754780094
CCN(CC)C(=O)C1=CC=C(N)C=C1,119,100.28137,76.78257,55.836056,66.52676,62.297794,87.07298,103.24691,67.20897,81.17686,82.13971,78.256998,14.9335776878618
[O-][N+](=O)C1=C2C=NC=CC2=C(Br)C=C1,135,138.53763,131.45541,136.8487,174.7224,170.07521,167.86243,174.51733,138.49213,162.50606,190.59462,158.561192,19.4587695579889
CCCOC1=CC=C(OCCBr)C=C1,46,71.76471,69.219894,37.76526,54.491314,54.276127,66.29238,64.68118,45.23617,57.237957,81.33265,60.2297642,12.3392379967148
CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=O)CCl,121,97.499794,137.5897,142.91376,125.55882,130.21457,135.33307,151.39172,117.61486,124.602684,102.76971,126.5488688,16.097695221497
OC1=CC2=C(OC3=C2CCCC3)C=C1,104,128.4591,137.8092,132.9503,109.25176,136.85942,154.90538,156.40643,152.92664,155.64076,126.07008,139.127907,14.9416118806855
CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C(O)=O,220,216.85733,250.25568,241.0453,248.47565,261.3973,238.08205,211.6164,200.38107,225.70581,255.11116,234.892775,19.2933572430944
NC1=C(C=O)C(=O)C2=C(O1)C=CC=C2,250,230.44064,207.07837,180.7767,218.36307,223.36893,228.14749,218.11903,161.06152,220.42944,203.52423,209.130942,21.1244106223359
CC1=CC(OCC(=O)N2CC3=C(CC2C(O)=O)C=CC=C3)=CC(C)=C1,163,130.09714,150.18242,181.81937,163.83536,120.68565,138.3316,155.32925,140.52664,135.39154,152.12926,146.832823,16.8264835504125
CCC1=C(Cl)C=C2C(CCl)=CC(=O)OC2=C1,171,159.73811,162.28273,148.15399,138.69199,148.80638,145.7975,144.2044,140.83498,196.81177,115.82125,150.11431,19.6800545882231
OC(=O)CSCC1=NC2=C(C(=CS2)C2=CC=CS2)C(=O)N1,149,196.15231,160.15477,179.22981,164.98454,208.1058,174.74077,159.97925,200.48543,145.02515,167.74597,175.66038,19.2456349251886
OC(=O)C1=NN(C=C1O)C1=C(C=CC=C1)C(F)(F)F,143,181.78358,199.56866,171.78091,169.5122,219.61638,178.2732,152.35782,220.67812,189.80273,185.48245,186.885605,20.5108146518037
CCCCOC1=C(OC)C=CC(C=O)=C1,40,5.9264765,24.950113,25.717072,3.6474156,28.703846,19.571537,27.46204,-6.8188233,3.3497012,28.437473,16.0946851,12.5277292722817
COC1=C(OC)C=C2C(NCCC2=C1)C1=CC=CC=C1,112,107.176094,77.41127,99.59465,133.06831,114.60415,80.955605,105.10285,134.14813,117.035706,108.723526,107.7820291,17.8444499422227
NNC(=O)CCN1CCCC1,138,129.64706,74.24356,107.83459,107.86055,132.72606,104.034004,108.65713,88.241585,87.02856,127.2534,106.7526499,18.4959700744417
CC1CCN(CC1)C1=C(C=C(C=C1)[N+]([O-])=O)C(O)=O,161,176.8707,137.29686,156.223,158.64252,202.8372,143.7914,118.549866,132.04898,150.7749,140.70691,151.7742336,22.7902886639085
OC(=O)C1=C(OCC2=C(Br)C=CC=C2)C=CC=C1,130,149.70389,154.29045,147.96909,147.74004,152.30008,151.15103,166.84895,166.00856,162.11728,178.46095,157.659032,9.71982737572206
CC(C)=CC(=O)NC1=C(C(O)=O)C(=CS1)C1=CC=CC=C1,203,210.24493,189.78821,198.61935,173.2998,182.09494,176.84343,208.45326,198.81757,168.868,180.84503,188.787452,13.9018766591074
OC(=O)C1=C(OCC2=CC(Br)=CC=C2)C=CC=C1,109,125.38696,108.70041,100.01384,109.975266,103.63264,106.89521,138.07538,135.33522,146.43515,139.39742,121.3847496,16.4743984049933
OC(=O)C1=CC=C(CNC2=NS(=O)(=O)C3=C2C=CC=C3)C=C1,304,227.96175,245.65181,212.38297,192.04861,187.02975,174.85657,203.28789,214.6998,221.26581,236.5969,211.578186,21.3561406163924
ClCC1=CC(=CC=C1)S(=O)(=O)N1CCOCC1,93,83.25068,89.97481,73.55443,95.06033,88.07528,74.03558,60.895332,52.233322,102.65731,79.85915,79.9596224,14.5895205491674
CCC1=C(NC(=O)CCl)C=CC=C1,107,70.85038,92.63243,74.514046,61.269596,81.778465,110.51518,77.495926,78.50697,78.155014,80.6396,80.6357607,12.5172975411356
ClCC1=CC(=O)OC2=C1C=CC(Br)=C2,161,170.21356,194.2375,179.15482,153.29567,185.99712,157.3709,183.95752,168.65857,186.73503,140.23856,171.985925,16.397337458023
CC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCC1C(O)=O,133,142.10161,102.12098,171.08243,144.1389,128.04933,130.00296,134.62447,110.6506,129.91403,119.18389,131.18692,18.2040139242086
CC(C)C1=CC=C(C=C1)C(N)=S,149,75.70119,94.935646,95.635796,124.93918,95.999084,114.62919,89.161026,90.67924,90.67787,105.05078,97.7409002,13.2395107349425
CC(SC1=NN=C(NC2=CC(C)=CC(C)=C2)S1)C(O)=O,128,159.88574,167.22266,167.73634,153.39774,158.63338,191.43735,154.78685,165.39285,189.74115,172.75648,168.099054,12.6228843145378
CCN(C1=CC=CC=C1)S(=O)(=O)C1=CN=C(NN)C=C1,176,123.83818,123.66727,129.49626,112.63667,131.9677,108.454155,128.82068,138.5427,96.447266,121.90825,121.5779131,11.84998386528
CC(N)C1=CC=C(C=C1)N1C=CN=C1,51,137.85402,134.02377,107.467834,127.287415,111.88496,120.22915,145.15808,132.17793,131.7409,89.08196,123.6906019,15.9069155272518
OC(=O)C1=CC=C(O1)C1=NC2=C(S1)C=CC=C2,184,187.19293,254.35263,218.27037,210.03394,201.50967,201.51381,199.74384,185.2125,221.69118,182.62907,206.214994,20.4010227558322
CC1=CC(NN)=NC2=C(C)C=CC=C12,169,164.20796,132.84,159.96619,163.46251,154.53249,151.79349,127.13189,162.51622,195.1118,192.04245,160.3605,20.5170773619466
ClCC(=O)N(C1CCS(=O)(=O)C1)C1CCCCC1,163,140.46797,95.11225,90.763855,154.38551,117.959404,120.14829,145.79878,162.06761,156.26772,110.8418,129.3813189,24.5642605204548
FC1=CC2=C(C=C1)N=C(NCC1=CC=CC=C1)S2,183,149.90733,140.9689,121.45528,104.207924,150.00542,150.08022,157.33832,137.3344,156.1724,131.0855,139.8555694,16.0446924484146
OC(=O)C1=CC(=CC=C1)N1C=NN=N1,169,219.20355,220.19092,217.38757,218.9695,197.34454,219.26541,216.03975,224.82085,220.57088,230.62419,218.441716,8.06354758001985
CCN1C(=O)C(=O)NC2=C1C=CC(=C2)C(O)=O,277.5,224.57167,265.755,239.85245,205.9493,219.59363,228.68216,252.81589,239.99622,209.62727,255.1484,234.199199,18.9342801566399
COC1=C(OCC(O)=O)C=CC(C=O)=C1,185,126.48007,155.07372,145.21953,144.38687,151.35445,128.35265,158.92354,143.78322,139.76326,150.64911,144.398642,10.0671254852821
ClCCS(=O)(=O)C1=C(Cl)C=CC(Cl)=C1,81,95.4226,33.421543,49.55965,90.76536,65.58435,60.33658,68.890976,82.73708,51.214535,91.60626,68.9538934,19.7950088652645
ClCCS(=O)(=O)C1=CC=C(Br)C=C1,111,95.70751,67.15608,65.6692,95.88184,81.30258,106.80603,88.84367,106.89948,80.32799,121.00268,90.959706,16.9455749170892
CC(N)C1=CC=C(C=C1)S(N)(=O)=O,149,122.026054,124.415184,160.6134,131.37059,123.23462,127.20579,152.33192,141.28943,165.29216,159.6654,140.7444548,16.3851031210848
OC(=O)CN(CC=C)S(=O)(=O)C1=CC=C(Cl)C=C1,137,102.29107,133.30779,124.33651,104.540474,110.37133,149.61668,122.48688,140.15521,108.330956,89.719604,118.5156504,17.7815012146448
CCOC(=O)C1=C(CCl)NC(=O)NC1C1=CC=C(OC)C=C1,170,174.26416,162.6227,162.43501,134.66154,138.77733,166.99692,164.54985,166.41785,164.57872,172.26279,160.756687,12.5903738347613
OC(=O)C1=CC2=C(S1)C1=C(SC2)C=CC(F)=C1,280,208.23659,217.2742,222.38005,244.92688,244.56271,263.96793,224.1351,230.32674,259.24667,255.1772,237.023407,18.2012104930524
CC(=O)C1=C(C)C(CCl)=C(C)C=C1C,75,51.47863,67.220024,66.780716,68.62147,87.35536,44.045338,56.221317,72.273415,76.44888,88.82468,67.926983,13.7327699479948
CCCCN1N=C(C=CC1=O)C(O)=O,120,110.995384,109.3693,127.28789,96.00256,101.33836,86.45031,117.552895,104.350815,118.36142,108.07861,107.9787544,11.169199639309
FC1=C(C=CC=C1)C1=NN=C(S)N1,155,200.088,201.64467,218.58958,178.59819,164.85284,184.34825,245.07124,227.16621,210.34804,221.05304,205.176006,23.105074027698
CC1=CC(=CC(C)=C1)C(=O)C=C1NC(=O)CS1,164,204.11882,208.07275,216.55086,200.7649,153.16989,194.17986,207.40729,181.44394,175.31107,207.27824,194.829762,18.3792844852022
CC1=C(COC2=CC=C(CC(O)=O)C=C2)C(C)=NO1,139,119.04649,168.39789,138.23921,167.8553,185.03488,136.89357,140.86484,140.68034,131.82173,134.73685,146.35711,19.3751525531574
CN(C1=CC=CC=C1)S(=O)(=O)C1=C(C=CC=C1)C(O)=O,137,137.28244,169.62657,147.81184,124.89396,146.5981,139.39682,184.52975,177.39873,162.28932,167.73366,155.756119,18.3935186547324
N#CCC1=CSC(=N1)C1=CC=CC=C1,58,56.114925,64.4789,93.58627,97.57838,72.62401,58.697296,88.13038,37.990795,88.284775,83.61226,74.1097991,18.3815548620232
CC1=CC(COC2=C(C=CC=C2)C(O)=O)=CC=C1,156,95.23852,98.611145,97.50657,104.83901,82.62386,87.33799,119.0086,115.81048,121.82985,110.7101,103.3516125,12.6755837767239
CN(C)CCNS(=O)(=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,89,121.71499,105.513535,109.90723,148.10587,135.76483,129.6592,119.156334,110.1839,121.67873,109.73419,121.1418809,12.8010408334468
ClC1=C2C=C(SC2=NC(=N1)C1=NC=CC=C1)C1=CC=CC=C1,187,187.61128,166.46362,157.33864,176.52167,214.08208,225.41948,218.62886,155.73529,167.16637,185.26883,185.423612,24.4347917067901
ClC1=C2C(SC=C2C2=CC=CC=C2)=NC(=N1)C1=NC=CC=C1,161,166.29465,150.17491,142.62898,132.0019,190.42592,198.6063,163.37204,140.40541,142.38988,165.61397,159.191396,20.9007108765091
