SMILES,MP,GNN1,GNN2,GNN3,GNN4,GNN5,GNN6,GNN7,GNN8,GNN9,GNN10,consensus GNN,SD
CC1=NN(C(N)=C1)C1=NC2=C(N1)C=CC=C2,204,226.33353,228.90076,207.38109,216.84496,245.67833,234.73596,268.7822,223.47716,267.31183,202.03296,232.147878,21.5461400494983
NC1=NN=C(SCC=C)S1,120,121.81502,117.11595,104.16463,104.736145,155.3484,135.81805,109.8845,139.59836,113.40302,100.17988,120.2063955,17.0804763069228
NC1=C(N)C=C(C=C1)S(=O)(=O)NC1=CC(=CC=C1)C(F)(F)F,145,161.32361,173.9714,182.43478,153.89082,167.59233,160.8531,158.22372,154.44853,195.01184,136.58076,164.433089,15.5167831753076
NC1=NC(=CS1)C1=C(Cl)C=CC=C1,143,158.31383,154.40073,150.88136,154.24901,131.84277,119.90431,95.48266,106.92358,140.1836,147.30664,135.948849,20.7358105859744
NC1=C(C=CC=C1)C(=O)NCCC1=CC=CC=C1,111,102.08678,107.55325,124.85219,116.69211,130.64989,112.603584,117.573494,117.57659,149.67575,86.741554,116.6005192,16.0043386796647
NC1=NC2=C(S1)C=C(OC1=CC=CC=C1)C=C2,160,162.84933,162.21063,150.96152,149.44363,167.2712,152.83893,155.3862,155.51846,140.03801,125.843346,152.2361256,11.4631577637912
C1CSC(NC2=CC=CC=C2)=NC1,125,153.84227,88.72914,96.39581,98.846985,108.487,68.70369,105.550804,98.577095,113.89928,105.43908,103.8471154,20.4925274968609
NC1=C(C=CC=C1)C(=O)NCC1=CC=CO1,77,96.85051,103.46016,107.63127,121.32216,101.34868,104.77135,120.81609,89.03434,101.827835,108.55486,105.5617255,9.38137254929215
COC1=CC=C(NS(=O)(=O)C2=C(OC)C=CC(N)=C2)C=C1,134,131.9013,166.30167,146.26158,164.58156,154.12196,145.74501,132.41367,118.45905,186.37189,162.60825,150.876594,19.0612414767461
COC1=C(C=C(N)C=C1)S(=O)(=O)NC1=CC=C(Cl)C=C1,106,106.023415,157.06439,126.700516,165.14752,157.69756,157.90305,141.18042,137.95064,180.37878,170.53308,150.0579371,21.0838462565356
ClC1=CC(NC2=NC3=C(S2)C=CC=C3)=CC=C1,174,133.6031,129.43393,91.25955,135.6024,115.26403,132.03804,145.03673,144.75175,142.35971,136.57446,130.59237,15.5016413526504
NC1=NC(=CS1)C1=CC(=CC=C1)[N+]([O-])=O,187,205.30727,197.4837,200.85587,210.61412,192.79874,214.744,183.20601,175.91875,218.51486,179.0174,197.846072,14.1977280081433
NC1=NC(=CS1)C1=CC(Br)=CC=C1,123,143.54922,142.9696,138.68523,160.5842,147.69098,143.33951,132.15826,125.82899,139.76599,144.5159,141.908788,8.73773829323218
CN1N(C(=O)C(NS(=O)(=O)C2=CC(N)=C(N)C=C2)=C1C)C1=CC=CC=C1,234,208.11327,157.13318,169.1356,174.58846,165.0194,175.75429,207.29575,188.43797,194.6058,173.56415,181.364787,16.5993741399886
CCCCC1=CC2=C(C=C1)N=C(N)S2,98,98.6002,134.0287,105.08644,109.66159,115.85824,133.31679,113.92178,130.782,91.78134,125.46993,115.850701,14.0917929859486
NC1=NC2=C(S1)C=C(F)C=C2F,198,186.84685,164.3764,188.45851,197.94542,179.5836,191.27945,159.49353,172.57744,201.85535,164.31029,180.672684,14.1663972068555
[O-][N+](=O)C1=CC=C(C=C1)C1CN=C(NC2=CC=CC=C2)S1,137,162.40202,151.08122,184.73933,189.4232,222.83112,138.3331,184.0241,130.27293,164.85245,176.86111,170.482058,25.788062458816
NC1=C(I)C=C(I)C=C1I,188,129.83803,133.14203,129.33046,130.96535,129.68565,153.00533,122.696815,135.43944,111.93805,146.35088,132.2392035,10.8027394935632
NC1=NN=C(N1)C(F)(F)F,156,215.17606,205.35333,192.26222,213.25183,159.66728,168.65636,216.4819,184.44292,167.53076,185.1687,190.799136,20.1120437451713
NC1=C(C=CC=C1)C(=O)NC1=CC=C(F)C=C1,110.5,154.73062,143.82863,137.56668,153.52876,159.63045,127.57606,123.35513,123.09206,141.9341,140.67957,140.592206,12.3447658140543
CNC1(CCCC(=CC2=CC=CS2)C1=O)C1=C(Cl)C=CC=C1,130,130.88695,158.61865,149.44319,133.16483,159.21736,148.3793,118.2543,166.51515,161.27583,134.99629,146.075185,15.1316316516523
CCOC1=C(NC2=NCCS2)C=CC=C1,56,132.40706,77.293396,79.133446,92.02681,122.53098,82.10207,105.60273,114.13185,95.43087,81.41253,98.2071742,18.5959719026849
NC1=CC2=C(C=C1)N1CCCCCC1=N2,181,151.29616,143.223,151.56459,116.92444,172.37645,182.35985,144.95717,155.71785,146.36409,144.89133,150.967493,16.6733189384424
COC1=C(OC)C=C2C(NCCC2=C1)C1=CC=CS1,113.5,125.784225,103.50785,104.686714,108.55417,124.26123,99.52746,109.95502,118.2312,56.916504,121.755196,107.3179569,18.9381395164957
CN1C(=O)C2=C(C=C(N)C=C2)C1=O,248,211.04051,180.63193,179.35527,225.26709,237.49821,234.79572,179.94025,213.27974,192.95483,215.40092,207.016447,21.3348684800629
NC1=NC2=C3C=CC=CC3=CC=C2S1,135,178.12624,177.17793,174.30605,175.00865,174.67943,178.25749,181.3646,150.66628,155.99254,159.29202,170.487123,10.3088023001298
NC1=CC=C(C=C1)C1=NC2=C(S1)C=CC=C2,150,164.9506,153.3393,116.6849,149.4491,151.20216,136.13997,184.37311,140.11794,151.3942,110.363365,145.8014645,20.5287890270416
NC1=CC(=CC=C1)C1=NC2=C(S1)C=CC=C2,139,108.80791,109.43936,76.708694,80.89282,114.53557,114.70227,160.2271,130.56184,107.21918,74.97551,107.8070254,24.7626017194462
NC1=CC(=CC=C1)C1=NN=C2CCCCCN12,201,165.68596,132.29794,112.10734,125.59448,122.883675,144.06915,133.69165,155.86609,148.5258,120.02501,136.0747095,16.196526938193
NC1=CC=C(C=C1)C1=CN2C=CSC2=N1,200,170.35773,192.57326,161.16797,181.92703,225.53087,172.1299,166.77638,178.0425,157.70468,152.76889,175.897921,19.9836375316299
NC1=C(C=CC(=C1)C(F)(F)F)N1C=NC=N1,120,139.5338,137.9879,154.54358,128.01389,109.20176,134.2398,141.14671,135.12856,110.525314,122.43909,131.2760404,13.3501826483242
NC1=NC=C(CC2=C(Cl)C=CC=C2)S1,98,141.4413,150.23843,135.75896,107.538734,141.95215,151.46786,127.98954,144.34508,131.98674,181.45082,141.4169614,17.998282128549
NC1=NC=C(CC2=C(Cl)C(Cl)=CC=C2)S1,141,159.02979,157.36946,150.45512,119.29598,168.25331,180.23276,145.736,174.44267,165.42569,199.47299,161.971377,20.4792795800243
NC1=NC=C(CC2=C(Cl)C=C(Cl)C=C2)S1,110,181.95764,167.94029,153.15169,122.814575,176.046,158.06558,145.68561,170.99525,172.12955,207.23651,165.6022695,21.5091012062051
NC1=NC=C(CC2=C(Cl)C=CC(Cl)=C2)S1,112,177.67989,188.52219,172.33223,136.08463,181.91054,162.82034,167.51817,168.95131,182.32056,221.79,175.992986,20.574870717071
NC1=NC=C(CC2=CC(Cl)=C(Cl)C=C2)S1,84,157.34131,149.69325,154.66835,103.22156,166.11964,149.0945,133.89551,156.40715,157.08606,177.52673,150.505406,19.0537464044871
NC1=NC=C(CC2=CC=C(Br)C=C2)S1,130,151.11916,167.92796,173.65279,119.938324,170.52248,158.04398,159.71588,164.04506,177.2224,180.57996,162.2767994,16.5298454984681
NC1=NC=C(CC2=CC(=CC=C2)C(F)(F)F)S1,75,146.13911,142.55211,136.7723,86.76439,147.76326,127.96164,126.00625,129.3004,133.57785,132.91287,130.975018,16.3741118055367
NC1=CC(OCC(F)(F)F)=CC(OCC(F)(F)F)=C1,51,69.73331,58.468727,102.31013,68.63786,94.20658,134.01411,55.471897,92.3536,59.369778,58.422085,79.2988077,24.4043578071232
NN1CC(=O)C(=C1N)C1=NC2=C(N1)C=CC=C2,298,275.65692,265.97244,263.30472,245.23552,298.88458,326.44522,290.1114,272.1439,270.1398,273.31537,278.120987,21.1832048824507
NC1=NN=C(O1)C1=CC=CC=C1,244,195.93959,165.86479,164.54408,160.99728,193.02156,159.73228,159.79303,175.62509,193.48218,159.3401,172.833998,14.6858819735158
NC1=NC(=CS1)C1=C(OC(F)F)C=C(OC(F)F)C=C1,87,159.02718,127.18163,159.84547,136.36609,154.88698,133.94089,141.89468,169.2958,141.2923,158.83708,148.25681,13.1465485034232
NC1=CC=C(C=C1)C1=CSC(=N1)N1CCOCC1,175,146.54582,118.64681,144.39037,130.553,140.81679,141.04619,152.59215,141.56865,150.53885,126.85767,139.35563,10.2457223973373
CC(NC1=NC=CC=C1)C1=CC=CO1,137,72.81732,78.1592,68.96463,64.64362,41.42342,36.596058,3.1907666,72.11234,50.102432,66.94356,55.49533466,21.9227152043377
CC1=C(OCC2=CSC(N)=N2)C=CC=C1,96,79.53771,136.0116,116.97264,127.95515,119.68562,119.40553,86.48716,75.76611,119.596985,122.86979,110.4288295,20.3434076147356
CCOC(=O)C1=CC(N)=C(C=C1)N1C=CN=C1,91,120.10611,122.63713,143.91844,124.94263,142.58818,134.39795,133.02725,117.95717,110.748405,122.954285,127.327755,10.2579539417508
COC1=CC(NCC2=NN=C3CCCCCN23)=CC=C1,178,143.67226,89.51271,113.1003,100.14093,77.57623,124.02971,117.960106,125.96382,135.92464,74.07809,110.1958796,22.7789170410447
NC1=NN=C(O1)C1=CC=C(F)C=C1,247,234.46898,218.11508,170.14413,155.62598,220.97722,179.6998,170.16565,184.87436,218.13123,182.36288,193.456531,25.6112246330243
NC(=O)C1=C(N)C2=C(S1)N=C(C=C2C1=CC=CC=C1)C1CC1,186,189.70247,223.1168,228.49617,292.19968,252.59819,203.95834,238.76544,222.79027,253.92026,223.34529,232.889291,27.1900247036212
NC1=NN=C(N1)SCC1=CC=CC=C1,100,161.3947,165.85452,155.49026,192.05417,158.04622,146.93205,196.4059,180.3918,146.81181,170.46014,167.384157,16.5466520347985
NC1=NN=C(N1)C1=CC=NC=C1,272,234.46413,189.45914,224.33629,237.54764,220.20338,234.84975,236.38292,219.07693,188.17506,215.50632,220.000156,17.2959729326541
NC1=NN=C(N1)C1=CN=CC=C1,208,261.44992,236.0531,219.29088,238.4597,227.43956,225.50496,248.7552,234.12877,223.04189,231.68185,234.580583,12.0373638194773
NC1=NN=C(N1)C1=CC=CS1,203,212.45222,185.00032,170.57066,189.31747,169.4253,185.63437,206.11221,186.52773,171.66013,174.33519,185.10356,14.0110203615161
NC1=CC=C(C=C1)C1=CN2C=CC=CC2=N1,119,176.20656,219.98035,179.53792,199.99461,225.27898,189.03569,195.16518,184.71367,185.11421,184.81961,193.984678,15.7813789318036
CCOC1=CC=C(C=C1)C1=C(C)SC(N)=N1,99,137.95586,171.12598,128.65398,99.33599,182.13655,162.94449,136.33151,107.079124,106.45705,139.7113,137.1731834,26.832411935312
COC1=CC=C(C=C1)C1=C(C)SC(N)=N1,121,176.10408,165.21289,146.20845,110.72621,195.90013,164.50479,136.29523,106.40279,119.638626,148.98105,146.9974246,27.7634768258708
NC1=C(C(=O)CN1NC(=O)C1=CC=CS1)C1=NC2=C(N1)C=CC=C2,271,277.31952,273.51242,281.45312,256.4173,277.02484,322.8115,264.58527,296.9901,248.8176,267.22784,276.615951,19.9910848556333
CCN(CC)S(=O)(=O)C1=CC(N)=C(N)C=C1,125,149.44482,130.88974,134.2788,115.463326,105.48462,70.68269,143.11299,98.17446,143.47623,112.152855,120.3160531,23.3991867204358
COC1=C(N)C=C(C=C1)S(=O)(=O)NC1=C(Cl)C=CC=C1,94,124.49933,157.88037,166.7476,147.17694,113.117355,152.5948,142.10492,129.52452,151.82564,126.70023,141.2171705,16.1997146184247
C1CC(CCN1)C1=NC2=C(S1)C=CC=C2,128,103.36145,81.71125,110.75083,97.45235,99.166916,129.04877,129.19012,87.46303,133.64287,136.45091,110.8238496,19.0014913066487
CCOC1=CC=C(NC2=NC3=C(S2)C=CC=C3)C=C1,170,105.075,110.064995,115.03665,111.61312,129.62314,107.67956,114.17202,123.61878,120.43072,115.8433,115.3157285,7.11289823686662
COC1=C(NC2=NCCCS2)C=CC=C1,84,139.02058,111.67714,109.69163,78.906586,107.87268,80.274994,93.88604,114.01828,102.76787,119.319916,105.7435716,17.1283473015099
NC1=NC(=CS1)C1=CC=C(Cl)S1,99,143.91054,172.53636,144.98882,155.7028,156.36217,146.00009,160.09952,107.79083,144.96298,150.42303,148.277714,15.9329267732367
C(NC1=NC2=C(S1)C=CC=C2)C1CCCO1,131,114.45613,72.23136,99.144196,105.619774,125.10174,95.87827,108.92297,127.31482,107.512856,84.31689,104.0499006,16.1974754596135
CC1=C(NC2=NC(C)(C)CS2)C=CC=C1,160,87.3308,82.90454,115.476364,94.64324,123.87373,113.70869,105.88598,116.86209,137.26593,105.63054,108.3581904,15.8735413780201
CCOC(=O)C1=C(N)SC(C)=C1CC,46,83.98929,59.723194,49.807545,72.46565,88.37149,98.37982,66.16155,78.855255,83.70912,92.15721,77.3620124,14.4502331229162
CC1=CC=C(NC2=NC(C)(C)CS2)C=C1,165,114.4061,106.514145,136.87839,108.47142,136.92305,131.11345,124.78179,113.72624,124.35504,119.14923,121.6318855,10.4696316104705
COCCN1C(=O)NC(=O)C=C1N,91,172.68054,185.97763,176.72719,178.05475,160.01088,158.03094,148.55515,129.00323,173.6236,165.1031,164.776701,15.8762189381367
CC1=CC=C(C=C1)C1=C(N=C(N)S1)C1=CC=C(C)C=C1,154,205.3281,176.46638,195.56862,159.40857,236.4746,178.59802,226.74649,168.09348,161.98215,182.35562,189.102203,25.180199456417
COC1=C(OC)C=C(NC2=NCCS2)C=C1,89,137.59764,96.51552,115.80371,107.46988,147.95216,123.39752,125.40218,102.63922,130.49252,126.4362,121.370655,15.1393124292203
COC1=CC(NC2=NC(C)(C)CS2)=CC=C1,106,109.83147,85.97424,117.75274,92.94836,111.30623,121.61004,89.29226,82.87835,113.407455,94.89884,101.9899985,13.5169417880041
CCC1CSC(NC2=CC(Cl)=C(Cl)C=C2)=N1,108,119.73191,120.71519,61.97574,110.76319,92.68425,96.39854,97.40086,82.72977,121.95853,102.15108,100.650906,17.9839719206115
NC1=C(C#N)C2=C(CCCCC2)S1,109,119.5356,129.20549,119.29625,133.97466,117.53132,121.15064,132.31819,118.66334,128.6344,118.15464,123.846453,6.09665586973227
COCCN1C(=O)NC(=O)C(NCC2=CC=CC=C2)=C1N,152,164.44612,190.14355,163.55333,167.05295,155.57887,145.15562,158.85301,179.06224,139.80743,156.8981,162.055122,14.0373959047017
CCCCN1C(N)=CC(=O)NC1=O,239,185.18529,185.84116,160.93427,198.5466,162.9983,168.68222,147.40115,139.54408,162.30692,170.95993,168.239992,17.0199627197023
CCOC(=O)C1=C(N)SC2=C1CCC(CC)C2,89,84.32519,91.594604,80.6049,70.37394,69.54542,92.61994,50.392994,76.914986,67.606346,96.52031,78.049863,13.3765288793875
COCCCNC1=C(N)N(CC2=CC=CC=C2)C(=O)NC1=O,149,146.43964,182.1933,145.95583,157.44443,129.2774,128.74136,139.67471,142.5937,137.34198,161.24765,147.091,15.3811335302701
CCCCNC1=C(N)N(CC2=CC=CC=C2)C(=O)NC1=O,118,125.73832,174.75635,120.29797,147.1838,148.70128,131.44528,148.68286,148.0779,129.19373,164.40979,143.848728,16.447500209422
CC(C)CCNC1=C(N)N(CC2=CC=CC=C2)C(=O)NC1=O,204,150.74564,188.73761,148.47319,160.37227,164.15184,181.24312,162.20242,166.12282,159.90858,188.11723,167.007472,13.6194243078074
COCCNC1=C(N)N(CC2=CC=CC=C2)C(=O)NC1=O,210,144.11049,178.18962,147.08897,156.63141,130.55963,134.6282,138.0722,151.26048,137.73373,165.23795,148.351268,14.1256697877232
CC(C)CC1=NN=C(N)S1,240,123.87612,159.5295,176.47346,139.11485,189.84293,171.63359,139.05891,167.82034,165.37807,133.17874,156.590651,20.4215947605707
NC(=O)C1=C(N)SC2=C1CCCCC2,197,176.35777,181.73627,173.99454,187.55115,151.76907,179.7529,178.51205,123.253365,190.23593,158.73685,170.1899895,19.2959573121077
CCOC(=O)C1=C(N)SC2=C1CCN(CC)C2,85,90.75759,102.80525,85.39499,62.472733,72.009544,56.46018,55.03201,78.96892,82.8571,98.48431,78.5242627,15.9455481871487
NC1=C(N)C=C(C=C1)S(=O)(=O)NC1=CC=C(Cl)C=C1,148,172.18404,182.40555,174.14833,168.48514,165.74223,162.80823,144.16667,124.41854,177.3551,172.8353,164.454913,16.5762126662975
CCCNC1=C(N)N(CC2=CC=CC=C2)C(=O)NC1=O,211,138.54713,183.47958,135.11128,156.181,155.97624,141.44708,162.15897,162.1103,137.40186,163.94244,153.635588,14.6158366801985
CC(C)NC1=NC=CC=C1,42,-11.383359,-10.785847,9.86424,14.407198,1.0284193,10.373895,-44.155422,-8.430974,8.890295,-17.659437,-4.78509917,16.8587224326464
CC(C)CNC1=C(N)N(CC2=CC=CC=C2)C(=O)NC1=O,212,174.34064,189.30368,162.24248,174.36887,158.53908,184.70757,169.40005,182.86037,149.67847,179.96515,172.540636,11.9660946055446
CC1=CC2=C(C=C1)N=C(NCC1=CC=CC=C1)S2,176,103.379585,93.08862,124.89116,162.43541,143.8861,158.79453,153.10318,154.36789,146.15332,132.20932,137.2309115,22.45373529563
C1CCC(CC1)NC1=NCCCS1,113,140.54442,84.84455,111.65597,116.92607,103.894646,80.763054,89.951385,86.08846,104.896545,118.98733,103.855243,17.9206332900436
CC1CN=C(NC2=CC(=CC=C2)S(=O)(=O)N(C)C)S1,112,163.89754,130.85545,139.93643,163.42911,175.04916,144.86151,138.55103,158.25668,160.43369,137.9379,151.32085,13.8971138023735
NC1=C(OCC2=CC=CC=C2)C=C(C(Cl)=C1)[N+]([O-])=O,136,138.85614,124.644455,119.49214,116.168846,127.29482,95.91406,153.44714,141.22762,121.51854,117.632454,125.6196215,15.122302569447
NC1=C(NCC2CCCO2)C(=O)NC(=O)N1CC1=CC=CC=C1,222,175.52095,188.84384,167.66206,177.28282,172.81825,173.64636,177.51645,197.83249,157.58203,170.742,175.944725,10.4776839502986
NC1=NN=C(SCC2=CC=C(F)C=C2)S1,146,116.6011,125.30513,168.89006,141.91089,160.4264,139.65805,132.77113,153.54776,136.08942,129.68164,140.488158,15.4086537662314
NC1=NN=C(SCC2=CC=CC=C2)S1,160,125.87255,131.19836,144.15459,134.8246,155.61641,152.31415,133.45314,166.79721,168.738,137.95477,145.092378,14.3118620639614
CC1=C(NC2CCCCC2)N=CC=C1,82,66.7154,78.87624,82.888214,121.83348,50.18636,83.848175,57.111446,84.395546,38.16846,75.68129,73.9704611,21.8814285955388
CNC1=C(N)N(CC2=CC=CC=C2)C(=O)NC1=O,220,190.19778,217.55984,163.29997,193.66426,185.82579,169.76964,195.96577,190.43758,204.56467,211.4891,192.27744,16.0325275156115
COC1=C(NC2=NCC(C)S2)C=CC=C1,94.5,121.170006,107.25154,104.20842,148.5049,161.7874,103.64316,95.853065,138.6521,103.24606,106.360794,119.0677445,21.5140308399637
NC1=C2C3=C(CCCC3)SC2=NC=N1,240,152.40532,172.39438,147.20912,162.97179,184.06862,155.39026,146.91049,151.95932,166.66237,200.44278,164.041445,16.5437202484957
CN1C(=O)C=C(N)N(CC2=CC=CC=C2)C1=O,97,159.9622,153.77542,152.22816,192.54941,145.88765,143.47246,174.42044,159.89973,134.56203,180.02829,159.678579,16.9884642085248
CC1=CC(NC2CCCCC2)=NC=C1,76,76.92717,46.67359,90.49356,104.40074,58.007732,81.22622,82.93118,82.87116,47.70525,82.22999,75.3466592,17.7735465562773
NC1=NC(=C(S1)C1=C(Cl)C=CC=C1)C1=C(Cl)C=CC=C1,199,215.42807,265.40176,227.77028,246.87483,208.8202,208.6498,213.88249,203.82347,214.49182,185.1298,219.027252,21.5744840531313
COC1=CC=C(C=C1)C1=C(N=C(N)S1)C1=CC=C(OC)C=C1,208,226.36606,179.65402,207.19287,173.97946,232.35535,184.37894,213.2738,167.51189,175.60483,200.16702,196.048424,21.9077471136177
CC1=CSC(NC2=CC=CC=C2)=N1,75,68.39862,73.85712,70.10528,73.15794,74.382774,105.54632,90.759834,69.216,88.31033,68.30431,78.2038528,11.8611632665188
CN1N(C(=O)C(NC(=O)CSC2=NN=C(N)S2)=C1C)C1=CC=CC=C1,143,240.76596,167.9538,209.5318,206.87898,207.84044,219.97736,202.28537,267.2782,194.44054,211.38939,212.834184,25.1646727379619
CC(SC1=NN=C(N)S1)C(=O)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1,145,226.92876,184.95844,204.06201,198.10161,218.57695,243.98051,212.80586,263.839,200.31532,207.83287,216.140133,22.2412254636924
CCCCC1=CC=C(NC2=NCCCS2)C=C1,71,97.06514,51.266655,87.01409,47.823124,53.08668,55.53925,80.16333,47.204082,60.328617,93.40809,67.2899058,18.8438376259845
CC1=C(C=CC=C1)C1=NNN=N1,154,148.18707,146.4941,154.47952,148.56444,159.37746,148.9093,157.62903,157.32695,161.0473,145.39612,152.741129,5.53911839485211
CCCCC1=NC2=C(N1)C=CC=C2,150,131.09816,172.88689,138.18263,153.3859,156.21712,161.6051,136.25885,192.50136,139.26712,134.85883,151.626196,18.7582626642774
O=C1NN=C(N2CCNCC2)C(=O)N1,151,226.52711,198.55374,216.07874,192.15833,220.98431,241.29333,167.54166,226.44702,263.45737,227.02951,218.007112,25.3754553944727
NC1=C(OC2=CC=C(Br)C=C2)C=CC(=C1)C(F)(F)F,20,67.22771,93.43962,72.18659,52.396954,55.80718,87.66532,83.063705,78.858376,85.71519,85.78512,76.2145765,13.2072262994199
CC1=C(C)C(C#N)=C(N)S1,135,134.98521,126.73465,125.36125,138.15015,157.57478,125.68235,116.02135,118.81979,142.8362,154.55685,134.072258,13.508671959767
CCOC(=O)C1=C(N)SC(=C1)C1=CC=CC=C1,119,87.24144,107.2205,99.3908,116.24366,97.36475,115.31906,120.57188,110.17934,118.20961,139.23685,111.097789,13.7371559180374
FC1=CC=C(C=C1)C1=CSC(NC2=CC=CC=C2)=N1,92,123.78009,105.6806,82.97568,84.47379,140.11424,112.32895,97.224014,97.96146,110.996666,113.24877,106.878426,16.5075700662823
COCCOC1=C(N)C=C(C=C1)C(F)(F)F,45,42.44392,86.17688,35.595776,78.74196,29.606647,57.05512,62.615807,53.039146,23.994158,67.06326,53.6332674,19.6696563889909
CC1=C(C)C2=C(S1)N=CN=C2N,258,152.11191,189.50229,180.71422,171.02295,208.27586,176.02103,188.66635,180.60442,171.0169,203.6355,182.157143,15.5973212748151
CCOC1=CC=C(OC2=C(N)C=C(C=C2)C(F)(F)F)C=C1,46,85.19966,99.03372,64.758804,92.13234,72.73039,83.77701,116.00669,110.552246,97.44934,77.4842,89.91244,15.4728317821026
CCOC(=O)C1=C(C)C(C#N)=C(N)S1,213,143.53548,165.84633,127.22044,147.70532,154.82607,147.45497,189.66846,145.18732,159.6685,163.97177,154.508466,15.9028753146921
CCOC(=O)C1=C(N)SC(CC)=C1,70,71.02576,58.54554,83.029076,72.055145,64.2148,66.93138,53.40788,69.91772,72.56938,79.17644,69.0873121,8.4077716210726
CSC1=NC(O)=CC(N)=N1,280,257.20648,248.3771,258.33914,262.52667,253.97629,273.85806,273.29895,255.52238,231.08542,227.64943,254.183992,14.5658263138902
N1N=NC(=N1)C1=CC=CC=C1,217,201.8605,203.12863,191.00569,186.12463,204.95932,198.50151,188.428,191.60011,181.41939,183.556,193.058378,8.07320257492502
CC1=C(C2=CSC(N)=N2)C2=C(N1)C=CC=C2,169,214.43427,198.93127,228.44164,212.31642,194.71611,268.1949,183.9706,188.01926,236.68103,219.78784,214.549334,24.2265979285009
CCOC=C1C(=O)N(C(=O)C2=C1C=CC=C2)C1=CC(Cl)=CC=C1,207,128.27054,156.7055,136.57161,116.492744,94.51369,122.06877,140.35364,149.39117,121.46778,109.34452,127.5179964,17.8467054107625
CC(O)CNC1=NC2=C(N1)C=CC=C2,187,195.78954,154.04608,182.12389,234.28723,197.09819,210.86086,198.7979,198.29591,177.06757,164.24771,191.261488,21.8995310478201
CCN1C(=O)C=C(N)N(CC2=CC=CC=C2)C1=O,107,128.79768,109.06824,145.42111,137.37689,111.08777,120.876205,169.19916,111.84116,137.65211,147.01492,131.8335245,18.3125398362647
CCC(C)C1=CC=C(C=C1)C1=CSC(N)=N1,78,131.0021,110.85027,148.22592,121.88088,140.05594,113.390816,110.171585,107.94668,111.23038,114.98844,120.9743011,13.3616454151843
NC1=NN=C(S1)C12CC3CC(CC(C3)C1)C2,198,226.0473,256.5546,203.56065,186.02153,216.07112,231.16306,230.88956,195.29231,274.26144,210.53094,223.039251,25.7066066234116
COC1=C(NC(=O)C2=C(O)C=C3C=CC=CC3=C2)C=C(C)C=C1,179,165.67451,222.31854,189.41672,199.73772,224.68394,201.20189,230.18869,231.2919,145.64935,219.8785,203.004176,27.4747333456269
COC1=CC(OC)=C(Cl)C=C1NC(=O)C1=C(O)C=C2C=CC=CC2=C1,200,229.83786,233.92076,201.82,196.42398,255.2757,212.63446,231.9111,266.41824,173.60158,230.35857,223.220225,26.3220070012183
OCN1N=NC2=C(C=CC=C2)C1=O,134,174.15608,138.77861,137.93706,190.48412,136.06288,158.21295,132.7301,147.71428,141.45526,145.21924,150.275058,17.760055716279
SC1=NN=C2SC3=C(C=CC=C3)N12,253,227.23906,187.91753,223.60669,200.32579,208.91624,200.87637,186.45831,186.03593,198.97815,195.45758,201.581165,13.7864111766146
OCCNC(=O)C1=CC(=CC=C1)S(=O)(=O)N1CCCCC1,66.5,120.344635,91.30705,155.36348,126.703316,126.36206,88.615654,91.99889,122.60871,137.2436,110.25848,117.0805875,20.596708683424
OCC1=CN(N=C1C1=CC=CC=C1)C1=CC=CC=C1,92,159.91393,119.328354,160.38948,90.3993,150.74179,175.83041,109.11124,157.6251,119.66052,145.09358,138.8093704,26.0562255219693
CC(C(O)C1=CC=CC=C1)N(C)S(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O,133,141.17455,113.843735,149.76839,149.75395,114.2955,121.18353,144.06323,120.44021,132.8282,98.8443,128.6195595,16.5530931690268
OCC1=C(Cl)N=C2C=CC=CN12,178,127.08043,158.43066,110.552444,139.41862,130.93626,145.8638,115.87054,131.62907,147.65054,104.949776,131.238214,16.3165558311978
OCC1=C(Cl)N=C2SC=CN12,175,110.03115,96.225334,124.478,133.64272,129.15822,142.21571,94.897545,150.03313,130.42612,90.264244,120.1372173,19.9325181374573
SC1=NC(C2=CC=CC=C2)=C(N=N1)C1=CC=CC=C1,223,287.20615,240.79025,249.83784,259.87775,239.84909,224.39667,257.41284,214.94298,262.95447,236.20457,247.347261,19.7407993828028
CC1=C(C)C(NC2=NN=C(S)S2)=CC=C1,196,185.17366,174.1044,235.75185,219.50214,235.15831,239.39342,207.17862,190.26323,206.57385,185.43301,207.853249,22.6316013122582
CC1=C(C)C(NC(S)=C(C#N)C2=NC3=C(S2)C=CC=C3)=CC=C1,96,189.2936,152.00192,250.0603,198.2029,188.63039,199.5911,216.5697,208.90056,211.63348,196.58678,201.147073,23.5472847889467
CC1=C(NC2=NN=C(S)S2)C=CC=C1,231,173.53654,171.35457,202.90196,181.33954,198.3683,220.16464,190.5148,170.37784,197.44095,182.55548,188.855462,15.2416494849913
CC1=C(C)C=C(NC2=NN=C(S)S2)C=C1,182,191.07286,182.10542,214.40248,215.2741,230.82678,248.88701,210.31508,147.20827,191.45053,175.6775,200.722003,27.8095337732135
SC1=NC2=C(C=CC=C2)N1C1=CC=CC=C1,142.5,188.27592,173.53708,179.06548,191.23401,197.81413,200.97577,195.84044,186.40802,180.86562,160.91895,185.493542,11.6176186870475
