SMILES,MP exp,GNN1,GNN2,GNN3,GNN4,GNN5,GNN6,GNN7,GNN8,GNN9,GNN10,consensus GNN,SD
CC(Cl)=O,-112.4,-113.42436,-102.404,-130.22194,-84.05015,-85.22226,-86.53199,-73.76822,-117.67542,-87.65592,-86.798965,-96.7753225,17.2531442442697
CCN(CC)C1=CC=CC=C1,-38.4,-0.1636381,20.585968,16.7974,8.214793,21.258083,6.4374504,20.117718,6.179703,11.55296,12.155953,12.31363903,6.88972793649461
ClC1=CC=C(C=C1)C1=CC=CC=C1,78.4,62.36395,65.976585,80.689354,72.48892,70.29857,47.059574,63.937046,46.569225,60.91806,44.71839,61.5019674,11.430410817773
CC(O)C(C)(C)C,5.2,22.826384,-14.689902,10.957852,7.3462844,14.206973,5.9587426,30.452421,10.393196,24.757717,28.024038,14.0233706,12.7095815521369
BrC1=CC=CC2=C1C=CC=C2,-1.4,37.87691,50.398132,24.995659,13.081729,35.77547,39.75252,34.42139,33.262005,30.103811,9.194428,30.8862054,11.7178790392958
C[C@H]1CC[C@@H](O)CC1,-9.6,54.42195,46.548714,43.23647,60.304695,26.82362,50.66657,33.420403,47.973904,59.243984,37.656036,46.0296346,10.3930783430297
OC(=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,182.4,189.57695,157.54985,182.07852,179.6687,165.98482,186.45311,160.69882,195.06844,182.61716,178.94171,177.863808,11.832814058866
C=CCC=C,-148.4,-110.53839,-153.2153,-120.0193,-134.22754,-119.653366,-127.13573,-113.45671,-89.91113,-118.625206,-120.452515,-120.7235187,15.4636834543479
C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C,36.42,46.301414,102.483154,69.193016,69.48605,68.4211,77.867386,62.706097,64.64532,64.959,81.085434,70.7147971,13.8099425254103
O=C1CCCC1,-51.45,30.691578,33.321754,16.798573,36.494072,26.75541,39.49693,41.937428,-6.290607,29.869337,7.145278,25.6219753,14.5563620142517
CCCCCCCCCCCCCCCCCC(=O)OC,39.55,30.660175,37.484344,48.22564,29.176544,35.896435,37.843548,41.293552,35.759876,32.025772,30.401289,35.8767175,5.52466874928758
C1C2C=CC1C=C2,-19.55,76.05067,95.92098,106.78536,90.2727,95.91892,90.028625,79.914215,67.700935,81.61222,89.36812,87.3572745,10.7069343161601
NCCCCCCCN,28.45,51.27021,35.586365,29.218801,36.729958,27.805998,50.47442,27.609682,39.057903,39.897617,24.52344,36.2174394,8.84701455132291
CCOC(=O)CC,-73.45,-64.23082,-65.078606,-43.221497,-58.65358,-60.71551,-49.958073,-58.09039,-56.867626,-67.0779,-79.57549,-60.3469492,9.34840337090106
CCCCCCOC(C)=O,-80.45,-49.11778,-59.466705,-52.321575,-53.719498,-60.534416,-58.98699,-48.534595,-47.57886,-58.023365,-54.264183,-54.2547967,4.59233192365535
CC(C)C=O,-65.45,-82.87564,-78.84487,-65.47885,-79.05649,-114.486984,-100.78322,-76.8529,-67.93452,-57.31975,-85.39567,-80.9028894,15.9169308797872
CC(C)C1=CC=C(C)C=C1,-68.45,-66.147385,-72.30138,-53.28524,-110.55354,-72.513626,-77.838425,-93.131805,-81.64779,-68.25409,-81.11141,-77.6784691,14.8981381183761
OC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(O)C=C2O1,250.5,218.06496,241.88889,259.6461,186.97728,223.92946,220.88322,218.23907,213.61476,226.15192,193.91705,220.331271,19.8049061094949
O=S=O,-72.5,-15.138247,7.9845304,36.727814,-33.693207,-23.566528,-24.037,39.55811,-67.374405,-129.67712,-21.858126,-23.10741786,46.8708890635922
OC(=O)C1=CC=C(O)C=C1O,225.5,199.14427,180.65875,186.88695,182.68674,209.53224,189.46355,194.00583,183.64162,189.88065,200.70164,191.660224,8.71377777757294
CC(N)(CO)CO,110.5,85.81758,102.3367,175.41428,109.720314,49.25431,144.73811,85.328255,169.13116,167.29962,152.80841,124.1848739,41.265343841589
CC1=CC=NC(N)=C1,99.5,64.95874,94.50082,101.73575,94.24382,85.830376,69.9018,90.97987,48.495148,95.636696,101.26639,84.754941,16.8273398310868
NC1=CC2=C(C=C1)C1=CC=CC=C1C2,128.5,145.23973,145.26562,129.89197,153.96129,128.87086,149.98836,132.84428,121.32443,126.36181,139.1041,137.285245,10.4354284327988
COP(=O)(NC(C)=O)SC,88.5,42.22256,43.514507,53.461346,50.2854,37.60245,36.9689,72.94936,22.72281,45.479744,54.169037,45.9376114,12.5762600404706
NC1=CC=C(C=C1)C(=O)NCC(O)=O,199,192.39699,147.56555,163.91418,167.1779,193.85922,174.14119,158.18478,153.14769,149.09753,179.87575,167.936078,15.9743191432266
COP(=S)(OC)SCN1N=NC2=CC=CC=C2C1=O,72.5,88.66287,61.079075,83.13982,92.56488,73.45645,69.442764,92.49604,62.621746,63.581505,79.528694,76.6573844,11.7101140976024
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,64.5,89.19531,53.10727,68.19524,86.647064,73.04751,50.39864,57.0115,63.269596,66.24358,93.49265,70.060836,14.5178667085752
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,148.5,160.33397,127.880135,102.12091,138.45375,128.98213,116.3465,108.787605,112.446915,118.327034,113.86746,122.7546409,16.0948700688111
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,139.5,179.37341,156.60057,173.64677,151.1013,139.04561,155.63957,158.893,139.49776,218.04944,134.21423,160.606166,23.5858908739132
CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O,213,185.22325,180.23228,169.38144,171.27458,128.86096,167.11443,157.362,139.3494,157.49431,143.28755,159.95802,17.3202573886533
CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,166,148.25017,184.27312,161.03584,146.13696,128.00165,132.87854,156.1208,191.90157,154.66545,178.11893,158.138303,20.0868612513723
COP(N)(=O)SC,45.5,5.867848,11.906365,48.70723,22.921175,11.271329,1.9964528,17.499487,-8.678183,-0.33832258,58.119087,16.927246822,20.2463951312919
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,203.5,207.17142,169.71559,173.41516,151.1979,174.89702,182.2812,168.09113,194.3325,181.84225,168.1654,177.110957,14.6814447620505
CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,52.5,53.275925,47.778416,116.699326,51.08393,65.96711,97.81502,61.88523,33.974842,121.193794,56.293217,70.596681,28.7591019257732
OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,114.5,96.775856,116.23767,97.4199,90.109505,98.646675,103.3008,99.7184,83.55802,80.007835,104.161385,96.9936046,9.94132921940886
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,262.5,242.83525,240.26483,224.52649,249.45967,226.97578,247.3825,228.97322,256.99762,219.61511,247.98682,238.501729,11.9521926672125
OC(=O)C1=C(Cl)C=C(Cl)C=C1Cl,162.5,161.58551,126.91199,183.32895,147.57509,129.41304,163.86235,150.8999,141.30743,153.23103,152.65079,151.076608,15.7550404688092
OC(=O)C1=C(Cl)C(Cl)=CC=C1,168.5,172.78862,154.7727,163.06647,163.14879,174.59285,159.98769,176.17969,165.11629,166.11806,155.09796,165.086912,7.16795448789932
CC1=CC=C(C(O)=O)C(O)=C1,177.5,173.54384,151.12814,143.06073,166.35657,180.37807,162.1921,173.66307,156.63187,148.81027,168.94322,162.470788,11.6263858571422
CC(=O)NC1=CC=C2C(CC3=CC=CC=C23)=C1,193.5,197.5992,189.64905,184.27768,190.06609,195.19327,183.47993,181.94101,179.68892,177.8722,191.2409,187.100825,6.29236510495895
CC[C@]1(O)C[C@H]2C[N@@](C1)CCC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C=O)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,219,337.2314,279.56448,266.23193,261.33368,237.24463,289.88623,267.72034,245.94643,283.37003,254.57887,272.310802,26.6761358863194
O=CC1=CC2=CC=CC=C2C=C1,61.5,53.17317,62.26158,59.95615,35.983917,73.878365,68.92307,49.279423,32.901714,45.744583,43.18987,52.5291842,12.9523707612353
C[Si](C)(C)C,-99.5,-4.722362,-67.94854,-13.601002,-4.0114594,-21.961153,-40.84698,-55.02319,-30.736998,-13.941206,-55.204453,-30.79973434,21.72353298745
CC1(C)C2CCC1(C)C(=O)C2Br,76.5,123.78853,144.62689,106.82183,121.97628,117.09247,111.11639,129.27164,128.59898,132.7083,144.7981,126.079941,12.0518644505673
CCC(C)(O)C#CC(C)(O)CC,53.5,45.296223,71.64443,62.53304,49.130623,59.24509,60.92648,41.26959,38.040417,-18.223185,100.41317,51.0275878,28.7365315040401
O=C1OC(=O)C2=CC=CC3=C2C1=CC=C3,270.5,139.47961,140.28732,138.40016,171.99585,179.61119,154.79314,160.58612,182.13469,207.88885,186.19084,166.136777,22.1919571035536
O=C1OCC2=CC=CC=C12,74.5,66.995384,68.63484,47.247864,67.514,86.19548,61.421326,65.59544,66.866684,55.233997,84.75307,67.0458085,11.1725187424675
CC1=C(N)C=CC=C1Cl,1.5,48.72633,26.430195,36.52028,52.613632,45.611557,44.278202,39.404,32.5998,50.046833,55.37842,43.1609249,8.79733800456531
OC(=O)C1=CSC=C1,138.5,134.38353,165.23705,128.85303,171.69408,165.68617,178.0636,151.05287,150.9199,157.81293,134.16747,153.787063,16.1174998693737
N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,61.5,87.73744,88.089935,86.69389,62.830956,73.02185,72.307526,81.64506,94.859825,76.607635,86.98681,81.0780927,9.19233067253705
O=C1C2=CC=CC=C2OC2=CC=CC=C12,175.5,126.78714,132.53642,131.68994,138.57863,107.334915,136.05739,123.796165,136.89598,166.95389,118.9823,131.961277,14.7585855383511
O=C(C1=CC=CC=C1)C1=CC=CC=N1,42.5,69.462524,73.481544,50.991295,65.030754,51.39864,66.94426,47.438316,71.04564,69.842804,66.81165,63.2447427,9.04301201920904
CC(=O)OC(OC(C)=O)C1=CC=C(O1)[N+]([O-])=O,90.5,119.28732,71.37162,105.16087,118.33831,106.014084,99.88815,104.634834,108.10156,93.00779,93.54346,101.9347998,13.1565768011189
COC1=CC=C(CC(O)=O)C=C1OC,97.5,129.18117,113.98812,123.087814,113.1771,125.59313,114.03189,116.057106,119.10291,90.80017,96.21996,114.123937,11.5438943938995
CCCOC(=O)C1=CC=C(N)C=C1,74.5,63.418015,64.194855,86.963486,66.80156,70.23976,69.96134,44.851467,61.40946,64.33571,68.33064,66.0506293,9.79904502728429
COC1=CC(=CC=C1N)[N+]([O-])=O,140.5,121.285995,125.648346,140.60797,140.3268,121.51522,125.9222,118.451454,137.75392,126.7956,110.39926,126.8706765,9.44820230645298
ClS(=O)(=O)C1=CC=C(Br)C=C1,75.5,65.308914,63.38436,66.41762,75.12592,56.664913,56.509502,58.099255,58.16797,69.95689,69.53332,63.9168664,6.13594927115034
ClC1=CC=C(C=C1)S(Cl)(=O)=O,51.5,46.394638,32.255943,57.319492,50.166817,48.119366,35.45844,30.040712,43.442875,38.340446,75.38274,45.6921469,12.7768091020516
CN(C)C1=CC=C(C=C1)[N+]([O-])=O,164.5,83.18623,69.26554,87.06319,97.179245,58.3971,91.96341,64.319374,98.50287,64.47466,66.05979,78.0411409,14.3716277759364
ClN=C1C=C(Cl)C(=O)C(Cl)=C1,66.5,150.2672,123.91883,171.99783,184.12248,142.23123,192.60222,138.49,141.26845,128.73306,135.65002,150.928132,22.4992452428559
N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,149.5,135.75328,141.96902,135.97472,152.18983,157.99666,146.99791,130.83914,125.19041,137.33936,137.35648,140.160681,9.36275254302863
ClC1=C(Cl)C=C(C=C1)N=C=O,42.5,13.268383,37.63379,31.687395,50.473934,20.865465,38.6526,24.53944,42.346832,25.131205,29.518019,31.4117063,10.5110824778374
CC1=NNC(=O)C1,221.5,195.46082,150.84457,177.01974,175.83678,150.52338,217.35439,175.05405,139.0019,120.66929,178.76578,168.05307,26.7939987530152
CC1=CN=CC=N1,-29.5,21.649,6.143786,22.039078,15.531192,71.193954,14.733234,10.514518,21.939129,35.86891,50.87373,27.0486531,19.1554449053218
CCCCCCCCCCCCCCCC(=O)OC,30.5,20.757212,29.884228,36.51905,20.199379,25.682606,29.679735,32.292717,27.668974,25.036203,21.79669,26.9516794,5.02430495633735
OCCCCCCCCCC=C,-2.5,4.9670787,12.601259,3.5378327,-0.45866457,-6.6368885,14.1854315,11.335378,4.0811214,-0.9500522,0.09495731,4.275745334,6.36162690784601
CCCCCCCCCCCCS,-7.5,-1.9149189,4.647146,3.475349,2.0652425,-6.872158,3.2640786,9.544986,8.354395,2.2667618,-10.026944,1.4803938,5.86644485903477
CCCCCCCCCCCCCCCC(Cl)=O,11.5,15.722477,15.054137,11.051521,-3.0474617,-0.639941,4.0062785,20.274927,9.174929,13.833452,12.406363,9.78366818,7.10660853382784
CCCCCCCCCCCCCCCCBr,17.5,11.806244,23.650549,30.989784,18.795568,11.992205,16.62978,25.410547,23.90697,20.470982,8.786638,19.2439267,6.65549843562742
OCC(Cl)(Cl)Cl,18.5,29.123083,27.64365,-41.890602,56.435097,-37.215504,5.744646,49.455173,-1.842393,0.5644961,9.47457,9.74922161,30.9174452609814
OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,78,114.21536,91.35069,198.32802,99.5403,127.02469,82.02518,122.356094,123.229485,106.97962,90.26553,115.5314969,31.2562487232951
OC1=CC=CC=C1C(=O)C1=CC=CC=C1,39.5,52.96345,64.882805,73.8228,73.20264,66.388306,46.781857,72.09064,57.33254,64.55099,63.277786,63.5293814,8.45253252069844
COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,136.5,139.13048,110.103264,103.69052,77.91905,121.8534,128.8685,101.221794,96.55245,98.24274,104.41318,108.1995378,16.7601861079513
COC1=CC(C=O)=CC(OC)=C1O,112.5,126.17054,139.5257,129.5036,117.651115,107.49808,128.68074,127.84686,109.71708,99.89462,111.627045,119.811538,11.7817936046546
NC1=CC=C(OC2=CC=CC=C2)C=C1,83.5,52.193867,61.83566,56.853176,63.42599,60.688133,69.70424,73.65493,59.92553,84.444626,98.36791,68.1094062,13.3381606595042
C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1,216.5,206.64198,233.67972,212.48409,200.91617,174.3921,185.49174,205.69682,166.10933,178.0025,207.54512,197.095957,19.5931133682236
C1=CC=C2N=CN=CC2=C1,47.5,53.26351,102.55759,80.24166,77.26663,76.775734,92.16727,76.85421,78.89724,48.009254,66.175186,75.2208284,15.4495741042357
C1=CC2=CC3=CC=CC=C3N=C2C=C1,108.5,119.90311,147.90123,131.2645,146.87148,148.30002,140.36766,117.24258,133.84787,137.58334,142.46217,136.574396,10.531713508784
N1C=CC2=C1N=CC=C2,105.5,72.41937,100.06382,144.28755,116.472305,125.0775,154.92978,130.24744,106.5527,122.2599,74.11462,114.6424985,25.7273294468668
O1C=NC2=CC=CC=C12,30.5,33.04656,26.161366,26.475174,23.252548,-4.0256615,33.243763,23.34469,1.9512862,19.230177,1.2331839,18.39130866,12.9505286814629
C1CN2CCN1CC2,158.5,58.30981,81.09613,86.02937,98.13373,75.05139,113.057175,99.577415,116.2618,106.3156,100.82527,93.465769,17.2198824417504
OC(=O)CC#N,66.5,95.904686,80.2839,83.65394,72.831696,74.20119,57.21907,98.44167,65.021645,85.71181,73.51076,78.6780367,12.2150641230113
OC(=O)C1=C(F)C=CC=C1F,158.5,92.15498,122.81312,122.84703,126.436356,142.8806,136.07118,128.7735,114.81072,126.95656,132.16719,124.5911236,13.0543047837109
FC1=CC=CC=C1C(Cl)=O,4.5,-41.953804,-30.193588,-13.073206,-6.519744,-39.816975,-16.23358,-12.902524,-24.393675,-27.26666,-14.364168,-22.6717924,11.4251288407274
OC(=O)C1=CC(F)=CC=C1,123.5,125.575035,125.83892,116.132164,118.92946,127.32528,106.164154,117.31989,117.64216,118.05053,102.82709,117.5804683,7.61105057531408
N1C(=NC(=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,275.5,169.63211,220.36188,167.56946,204.61955,154.14436,193.28343,159.96977,158.28377,135.72165,165.15306,172.873904,24.2655618578982
COC1=CC(OC)=C(C=C1OC)C(O)=O,144.5,177.9453,159.38998,130.41934,163.6121,165.67973,163.58391,152.98175,153.43578,164.08694,190.72379,162.185862,15.0359290157448
[O-]\[N+](=N/C1=CC=CC=C1)C1=CC=CC=C1,35.5,69.10979,79.22025,52.49567,65.574936,47.469288,60.46275,59.3669,56.029922,73.308266,65.79376,62.8831532,9.16923254641727
C1CC2CC1C=C2,45.5,27.692038,30.873562,38.749084,62.396603,31.5453,41.168365,-0.28456894,-8.877498,57.324757,7.996002,28.858364406,22.1488067539156
OCCC1=CC=C(O)C=C1,90.5,74.21477,87.956,78.29589,92.165634,80.67682,121.38758,138.92123,100.840195,82.59669,98.88579,95.5940599,19.4904007676061
OCCCCCCCCCCCCCCCC(O)=O,98.5,91.334015,93.060295,106.69062,97.87503,93.35938,88.59529,95.16823,84.10587,86.95432,94.36351,93.150656,5.96236499075652
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,36.5,70.164024,73.71149,78.05908,60.515976,79.727066,67.00134,41.810486,57.83988,64.910706,63.716393,65.7456441,10.4843298565833
OCCC1=CNC2=CC=CC=C12,58.5,101.29081,110.84361,61.721992,99.21962,80.14286,98.03199,77.02445,82.180405,90.8711,89.885735,89.1212572,13.5307893945682
CC1=CC(C)=C(O)C(C)=C1,72.5,47.502163,64.18914,67.86687,61.125908,59.021725,58.557888,63.56229,52.43845,43.741165,55.79334,57.3798939,7.23325609696321
OC(=O)C1=CC(=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,165.5,186.57845,153.8732,188.44154,159.03915,159.18309,164.89351,164.74298,186.21315,170.69353,181.60919,171.526779,12.4124023556131
O=C1CCCC2=CC=CC=C12,7.5,46.15102,65.13157,42.40947,39.813446,46.764038,26.268518,38.701473,63.154526,35.707592,30.982168,43.5083821,11.9333728310146
NC(=O)NCC1=CC=CC=C1,148.5,129.79642,93.69872,118.18572,135.63933,109.12333,122.73871,130.23636,114.060356,95.81965,114.73587,116.4034466,13.3585956449783
CCCCCCCCC(=O)CCCCCCCC,52.5,26.87395,28.766502,39.942924,30.33815,33.142136,39.02405,49.66814,24.358742,28.988604,26.197977,32.7301175,7.49118611476996
CC(C)CC(N)=O,136.5,45.30993,78.78028,79.91063,79.686775,94.160416,78.67056,77.00332,75.79212,66.50213,83.23319,75.9049351,12.0785609832677
CC1=CC=CC(=C1N)[N+]([O-])=O,95.5,88.17288,75.34459,74.415726,102.86687,99.03445,91.70448,77.319496,74.095406,100.81222,73.46427,85.7230388,11.5422427510275
OCC1=CC=NC=C1,53.5,45.016006,43.292084,40.495483,26.364979,55.239643,39.92559,60.08935,37.1404,31.661118,27.05269,40.6277343,10.485219460073
COC(N)=O,54.5,78.93406,38.625954,64.36367,49.786884,75.92338,45.69651,85.745964,99.68723,61.13159,68.170074,66.8065316,17.9986511990048
OC(=O)C(Cl)=C,65.5,34.327244,44.183365,28.69255,30.115387,20.65281,7.27463,47.48686,40.6284,17.406263,55.14894,32.5916449,14.0288500834724
CCC(C(O)=O)C(O)=O,113.5,82.39597,105.278854,122.101204,83.95477,153.66121,93.791595,107.035225,126.10707,108.49052,118.95741,110.1773828,20.3187232844279
OC1=CC=CC(O)=C1[N+]([O-])=O,82.5,84.051994,109.54594,109.71532,117.86992,101.51151,137.4806,145.29932,134.79771,136.71158,105.40029,118.2384184,18.6538965976574
OC(=O)C1=C(F)C(F)=C(F)C(F)=C1F,101.5,107.46157,113.7833,126.41536,92.50646,113.75607,112.15297,103.89307,86.98935,98.65205,107.96797,106.357817,10.8720884175848
CC1=CC=CC(C(O)=O)=C1C,145.5,138.8944,132.41064,134.05383,128.35098,147.10442,143.43172,155.43875,138.04912,148.34172,148.25888,141.433446,8.07176237443993
[O-][N+](=O)C1=CC2=C(C=CC=C2)C(=C1)[N+]([O-])=O,147.5,111.31528,141.72845,110.11712,114.28628,127.05435,130.74509,113.44749,124.35565,100.92155,99.38441,117.335567,12.7396761136326
CN1C(=O)C=CC2=C1C=CC=C2,74.5,151.22244,124.028915,158.03023,116.37938,120.75895,106.08607,124.27001,133.17516,134.09001,126.38014,129.4421305,14.7789301462272
[O-][N+](=O)C1=CC=C2C(CC3=CC=CC=C23)=C1,156.5,183.15152,202.78705,161.3758,189.66223,196.27547,176.3341,211.24664,157.5482,181.17834,140.15454,179.971389,20.7778916234547
[O-][N+](=O)C1=CC=CO1,30.5,30.97647,51.542297,50.844154,36.045372,39.074924,46.788464,57.342625,17.765038,60.0467,55.004417,44.5430461,12.6909128518834
OC(=O)C1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,181.5,160.85378,151.5687,153.17421,137.49069,141.7567,150.44525,161.01587,158.85272,145.90556,162.38791,152.345139,8.18487675701284
OC(=O)C(=O)C1=CC=CC=C1,65.5,107.92418,114.52144,102.91348,90.06563,86.3143,99.152794,95.115105,95.104836,110.89667,99.18866,100.1197095,8.57868451243111
CC1=CC=C(C=C1)C1=CC=C(C)C=C1,120.5,86.85113,79.572586,101.896545,74.714874,97.61342,82.46196,93.27064,88.2163,78.94016,81.77624,86.5313855,8.31932395980524
N#CC1=CC2=CC=CC=C2C=C1,65.5,85.82055,90.926994,100.11786,87.01924,88.80007,98.34059,88.125496,74.04224,84.527,77.40657,87.512661,7.651352426258
O=C1CCCN1,23.5,95.20906,89.17142,80.71242,82.43631,93.4091,91.72103,62.053898,74.81008,92.70147,72.24643,83.4471218,10.4435465916022
CC1=CC=C(C=C1C)C(O)=O,165.5,177.99434,155.28067,157.9779,160.44453,184.45735,161.50569,153.79495,154.24254,157.5478,175.77348,163.901925,10.6066048981861
[O-][S+](CC1=CC=CC=C1)CC1=CC=CC=C1,133.5,178.20154,102.17252,96.69797,92.44339,88.30992,99.43724,119.03646,72.78413,103.40354,114.053734,106.6540444,26.8227514842347
CCOC1=CC=CC(=C1)C(O)=O,136.5,148.59102,130.10693,127.309814,108.08754,119.56348,100.2462,112.691,121.16865,112.99323,104.740906,118.549877,13.4945660878253
NC(=O)OCC1=CC=CC=C1,87.5,80.04939,50.536774,53.592075,87.98938,60.482372,77.8892,95.88644,71.95057,64.5842,74.205086,71.7165487,13.8453265161453
CCCOC1=CC=CC=C1,-27.5,-15.427685,-10.555783,-21.85799,2.6471467,-13.318491,-25.263834,-17.46791,1.0525006,-12.96158,-0.9317456,-11.40853713,9.07424813064479
CC(CC(O)=O)CC(O)=O,86.5,52.373898,92.96377,71.33332,93.29637,83.00295,52.278484,88.97979,9.085365,80.2611,100.75315,72.4328197,26.3217155911238
CC(CCC(O)=O)CC(O)=O,100.5,75.14025,80.39883,88.46529,95.25981,92.40604,55.736355,83.41216,90.68931,63.933807,103.86398,82.9305832,13.9232416225294
CCCCCCC#N,-63.5,-38.527843,-57.249783,-59.317112,-44.874725,-51.99602,-25.924929,-55.138996,-41.742115,-44.670425,-46.43726,-46.5879208,9.4874468904974
CCCCCCCCCCCCCCCCCCCCCCCCC,53.5,68.805984,69.562584,86.0811,66.04902,54.89869,58.422455,54.222584,59.42666,53.25419,56.436134,62.7159401,9.65642708575832
C1=CC=C(C=C1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,282.5,274.61807,241.78763,260.374,220.95317,233.84456,251.36516,273.99997,232.49174,247.9487,283.11755,252.050055,19.5682981551811
CCOC(=O)C1=CC=C(C=C1)C(=O)OCC,44.5,61.704174,64.568825,65.76172,64.368164,57.090424,87.535126,61.91633,51.884686,50.193634,28.736313,59.3759396,14.0780840615717
CCC1CCC2C3CCC4CCCCC4(C)C3CCC12C,84,89.643234,102.083725,88.40054,94.27493,90.076416,116.09706,80.89256,85.92947,81.64939,104.280594,93.3327919,10.5363517519676
N#CC(C#N)=C(C#N)C#N,198.5,138.47002,172.1464,160.4964,101.45082,138.9702,145.27318,192.02542,118.22212,111.63764,128.84595,140.753815,26.5985239963534
CP(Cl)(Cl)=O,35.5,-3.493031,26.068392,34.105644,-1.666067,40.436863,-4.6170063,-16.921242,5.816902,8.14966,16.595922,10.44760367,17.5632338587822
CC1=NC=CN1,143.5,87.48441,85.41662,92.54465,54.64972,96.97751,74.98714,52.71607,33.761135,84.64872,65.491104,72.8677079,19.505368347371
O=C1CC2=CC=CC=C2C(=O)O1,142.5,93.502625,97.76906,95.17923,100.59362,154.70811,114.01848,111.25229,106.80753,115.983734,148.77066,113.8585339,20.363457885003
CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,66.5,194.37074,161.05298,152.08746,145.44603,165.72859,173.70158,149.13672,146.73698,167.05438,152.27486,160.759032,14.4049721493572
O1C(=NN=C1C1=CC=CC=C1)C1=CC=CC=C1,139.5,95.18375,156.76599,149.66245,141.21603,133.36462,138.90285,134.81096,137.72594,120.41593,122.300064,133.0348584,16.3507106930145
CC(C)=CC=C(C)C,12.5,-9.565387,-12.00899,-17.13912,-20.546291,-39.635788,-33.818462,1.3861121,-6.142153,-9.260885,-7.780464,-15.45114279,12.1031601907739
CC1=CC(C)=NC(N)=N1,152.5,166.43526,201.45529,158.27692,206.88022,195.39534,182.36209,161.20453,160.6112,173.55513,206.80974,181.298572,18.8520473923226
CC1=CC(C)=C(C(C)=C1)S(Cl)(=O)=O,55.5,30.1279,58.50262,32.678654,34.953377,46.938908,50.285965,41.85803,29.7509,60.790432,37.03883,42.2925616,10.8156084727232
CC(Cl)C(Cl)(Cl)Cl,-64.5,-33.347477,-54.578102,-19.929163,-64.52255,-93.13916,-70.582985,-41.986355,-26.34923,-41.650562,-38.604088,-48.4689672,21.2079899383383
C=CC1=CC=C2C=CC=CC2=C1,65.5,20.625557,33.826496,33.695057,7.8483667,34.366207,40.82812,24.7861,2.9208755,34.852703,12.7773905,24.65268727,12.4011116862902
NNC1=C(F)C(F)=C(F)C(F)=C1F,75.5,70.38135,59.056076,69.058365,62.941776,86.793655,55.464275,84.68598,59.498478,81.866875,109.29395,73.904078,15.8817921023621
O=C1CCCCCCCCCCC1,60.5,61.520252,64.17025,65.01889,50.930824,55.107872,60.52361,62.24733,49.50407,62.53272,43.229877,57.4785695,7.00456324278388
CC1=CC=C(C=C1)C(Cl)=O,-2.5,-10.877707,11.06199,4.152671,4.4950905,9.130165,21.133455,-0.31849614,3.6753244,4.446102,7.390733,5.428932776,7.75495052327533
S1C2=C(C=CC=C2)N=C1C1=CC=CC=C1,114.5,93.02089,111.314354,87.81366,81.89598,77.269,96.14581,92.58057,83.04759,71.98487,102.34828,89.7421004,11.2476094318438
OC1=NC2=CC=CC=C2S1,138.5,146.06075,163.03668,152.68037,143.83788,131.70918,169.68488,144.91907,155.40742,134.47845,138.11432,147.9929,11.6173872242824
[O-][N+](=O)C1=C(Cl)C=CC(=C1)C#N,99.5,91.07588,107.758934,106.527794,89.239334,110.567955,125.445496,97.97071,128.26427,107.865135,118.78874,108.3504248,12.5617199217188
[O-][N+](=O)C1=CC=C(NC2=CC=CC=C2)C(=C1)[N+]([O-])=O,159.5,165.88748,164.25139,143.16812,139.3796,141.7662,119.78086,136.90317,126.91398,108.042595,130.83066,137.6924055,17.0692219654298
