SMILES;MP;split;Number
ON=C(CCc1oc2c(c1c1ccc(o1)C)cc(cc2)[N+](=O)[O-])C;161;Val;9767
CC1=CC(=O)c2c(C1=O)cccc2O;78.5;Val;19833
Clc1ccc2c(c1)C(=NCC(=S)N2CC(F)(F)F)c1ccccc1F;138.25;Val;16622
CCCCCCCc1ccc(cc1)NC(=O)c1ccc(cc1)CC;102;Val;10742
CCOP(=S)(c1ccccc1)Oc1ccc(cc1)[N+](=O)[O-];36;Val;18297
CN1CN(C)CN(C1)C;-27;Val;20497
OCc1ccc(cc1)C(F)(F)F;19;Val;4363
COc1ccccc1C(=O)N;129;Val;2837
CCCCCCCCCCCCCCCCCCC#C;36;Val;14697
COc1cc(ccc1O)C1Nn2c(S1)nnc2c1ccccc1OC;137;Val;12105
COC(=O)c1ccc(cc1)OCc1ccccc1;98;Val;7594
Nc1nc(nn1P(=O)(N(C)C)N(C)C)c1ccccc1;167.5;Val;18698
Brc1ncc(c(c1)C)I;51;Val;2168
Oc1cc(cc(c1)O)c1cc(O)cc(c1)O;310;Val;23247
[O-][N+](=O)c1ccc(c(c1)N)F;101;Val;2627
O=Cc1c(O)ccc2c1cccc2;79;Val;2688
CCOC(=O)Cn1nc(c2ccccc2)c2c(c1=O)cccc2;184.5;Val;12336
O=C(C(C(F)(F)F)C(F)(F)F)N(Cc1ccccc1)Cc1ccccc1;76;Val;11895
OCCOCCN1CCN(CC1)C(c1ccc(cc1)Cl)c1ccccc1;190;Val;16330
O=P(OP(=O)(OCc1ccccc1)OCc1ccccc1)(OCc1ccccc1)OCc1ccccc1;61;Val;8470
CCCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1O)OC)C(=O)OCCC)C;167;Val;11945
Cl[Si](Cl)(Cl)Cl;-70;Val;17671
[O-][N+](=O)c1cc(C=Nc2ccccc2)ccc1C=Nc1ccccc1;134;Val;11548
CCCCCCC#C;-60;Val;83
O=C(c1ccccc1)c1cccc(c1)C(=O)c1ccccc1;99;Val;597
OC(=O)Cc1c(F)cc(cc1F)F;111;Val;1381
O=C1NC(=O)NC1=Cc1ccccc1;222;Val;12267
CCOC(=O)C(=Cc1ccc(o1)c1ccccc1Br)C#N;124;Val;12307
N#CC1=C(N)Oc2c(C1c1ccc(cc1)Cl)c(n[nH]2)C(F)(F)F;21;Val;10673
N#CC(=C(OC)C)c1ccccc1[N+](=O)[O-];68;Val;11058
CCCCCCCCCCCCOC(=O)c1cc(O)c(c(c1)O)O;97;Val;8036
O=C(C(C(F)(F)F)C(F)(F)F)Nc1nc2c(s1)cccc2;174;Val;12427
CCSC(=O)COc1ccc(cc1C)Cl;41.5;Val;17403
ClCc1cc2OCOc2cc1Cl;64;Val;6118
C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cccc2)O;258;Val;6654
COc1ccc(c(c1)C=O)O;15;Val;2718
CCOc1ccc2c(c1)cc(c(c2)O)O;131.5;Val;26010
[O-][N+](=O)c1c(C)ccc(c1C)Br;70;Val;10753
S=C=Nc1cccc(c1)C(=O)C;24;Val;3574
CCOC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C;74;Val;9328
CCCCCCCCCCCCCCCCCCCCCCCCO;77;Val;19743
COc1c(Cl)c2OC(=O)c3c(Oc2c(c1Cl)C)c(Cl)c(c(c3C)Cl)O;232;Val;23238
Cn1c(=O)ccc2c1cccc2;75;Val;131
NC(=S)C(=S)N;170;Val;15781
Clc1ccc2c(c1)[nH]c(=O)n2C1CCN(CC1)CCCn1c(=O)[nH]c2c1cccc2;237.5;Val;15514
COC(=O)[C@]12C=C[C@H]3[C@]2(C(=O)c2ccccc2)[C@H]3c2c1cccc2;162.35;Val;27198
CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C;53;Val;24267
Nc1ncc(c(n1)C)C(=O)C;227;Val;5675
N#Cc1ccc(c(c1F)F)O;147;Val;1269
CCCCOCCOCCCC;-69.1;Val;20357
COC(=O)c1ccc(c(c1)Cl)Cl;45;Val;7515
CCCCCCCCOc1c(OCCCCCCCC)cc(cc1OCCCCCCCC)N(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C;73.5;Val;27435
Clc1ccccc1NS(=O)(=O)c1ccccc1;125;Val;27506
O=C(c1ccccc1O)/C=C/c1ccccc1;90;Val;2741
Cc1nn(c2c1c(N)ncn2)C;190;Val;12648
ClCC(=O)N1CCC(=O)N1;146;Val;243
NNC(=O)c1cccc2c1cccc2;167;Val;33
Fc1c(F)c(C(=O)N)c(c(c1F)F)F;148;Val;1165
N#CC1CC2CC1CC2;44;Val;24597
Cc1cccc(c1)S;-20;Val;26889
OC(=O)CCCCCCCCC(=O)O;133;Val;8410
O=C(c1ccccc1)NC1C(NC(=O)c2ccccc2)C2(C(C1CC2)(C)C)C;148;Val;11365
OCC#CC#CC#CC(=O)N;140;Val;19587
Cc1ccc(cc1)S(=O)(=O)n1cccc1;101;Val;776
C(N=Cc1ccc2c(c1)OCO2)CN=Cc1ccc2c(c1)OCO2;178;Val;12569
Fc1cc(F)c(c(c1)C(=O)O)O;189;Val;3467
N#CCc1ccccc1Br;19;Val;2231
c1ccc(cc1)COc1cccc(c1)c1nnn[nH]1;209;Val;5614
CCCCCCCCc1ccc(cc1)C(=O)Oc1ccc(cc1)OC;175;Val;10734
OC(=O)C1CC1;18.5;Val;18428
CCC[C@H]1O[C@H]2[C@](O1)(C(=O)CO)[C@@]1([C@@H](C2)[C@@H]2CCC3=CC(=O)C=C[C@@]3([C@H]2[C@H](C1)O)C)C;226.5;Val;16391
[O-][N+](=O)c1ccc(c(c1)F)O;119;Val;2608
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)C;95;Val;19714
ClP1Oc2c(O1)cccc2;30;Val;645
OC(=O)C(c1ccccc1)Sc1ccccc1;100;Val;6360
Brc1ccc2c(c1)CCN2C(=O)C;120;Val;377
O=Cc1cnccc1N;110;Val;4610
Oc1ccc(cc1)C(=O)C=Cc1ccc2c(c1)OCO2;210;Val;9926
CCOC(=O)C(=Cc1ccc(cc1)N(C)C)C#N;122.5;Val;12217
CCc1cccc(c1N)CC;3.5;Val;26839
CCOC(=O)COc1ccc2c(c1)oc(cc2=O)c1ccccc1;123.7;Val;20272
CCCCCCCCCS;-20;Val;14059
O=C(c1ccccc1)N=c1sc(nn1c1ccc(cc1)C(=O)O)C(=O)c1cccs1;220;Val;10572
O=c1[nH]c2nccnc2c(=O)[nH]1;348;Val;1510
C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1;114;Val;196
COP(=S)(Oc1ccc(c(c1)Cl)[N+](=O)[O-])OC;21;Val;19780
Nc1cncc(c1)Cl;73;Val;3623
OCCCNC(=O)C(C(CO)(C)C)O;68;Val;6993
O=C1CCC2(C(C1)CCC1C2CCC2(C1CCC2O)C)C;121;Val;13098
Oc1ccc(cc1)F;46;Val;5164
NC(=O)C[C@@H](C(=O)O)N;235;Val;16616
NCCCN/C=C/NCCCN;-2;Val;7828
Brc1cccc(c1)C(=O)N;155;Val;14476
Cc1ccccc1C1N=NC(=C1)c1ccccc1;108;Val;10809
C1CN2CCC1CC2;158;Val;20684
N#CC(=C1C=C(/C=C/c2ccc(cc2)N(C)C)OC(=C1)C)C#N;212;Val;14774
COC(=O)[C@@H](NC(=O)OCc1ccccc1)CCC(=O)O;67;Val;7944
Brc1cc(Br)c2c(c1)cc(c(=O)o2)C(=O)O;223;Val;6046
FC(Br)(Br)Br;-74;Val;8605
O=C(C(C(=O)N1CCOCC1)c1ccccc1)N1CCOCC1;186.85;Val;27217
CCNc1ccccc1;-64;Val;8043
CCCCCOc1ccc(cc1)c1ccc(cc1)C#N;48;Val;5015
O=C1CCC2C(=C1O)CCC1C2CCC2(C1CCC2O)C;189;Val;26368
CCOB(OCC)OCC;-85;Val;8619
CCCCCCCCCCC(CC)O;32;Val;23007
O=c1ccc(=O)[nH][nH]1;306;Val;17819
CSc1nc2c([nH]1)cccc2;204;Val;1032
CCCCCCCC(=O)CCC;4.5;Val;24224
CN1CCN(CC1)C1=Nc2ccccc2Cc2c1cccc2;137;Val;18359
CCCCN;-49;Val;13162
Clc1ccc2c(c1)Oc1c(O2)cccc1;88;Val;22593
COc1ccc(c(c1)[N+](=O)[O-])Cl;44;Val;4916
Cc1cccc(c1)NC(=O)c1cncc(n1)Cl;84;Val;10388
Clc1ccc(c(n1)C)I;32;Val;6105
Brc1ccc(c2c1cccc2)Br;81;Val;493
[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])C(=O)O;165;Val;3360
NC(=O)c1cccnc1;130;Val;8077
COc1cc(CC(=O)O)cc(c1O)OC;129;Val;3481
COC(=O)c1sccc1Cl;38;Val;7556
[O-][N+](=O)c1ccc2c(c1)OCCOCCOCCOCCO2;94;Val;5470
CCC1CN2CCc3c(C2CC1CC1NCCc2c1cc(OC)c(c2)OC)cc(c(c3)OC)OC;74;Val;19985
OC(C(Cl)(Cl)Cl)C[N+](=O)[O-];45.5;Val;24952
Clc1ccc(cc1S(=O)(=O)N)S(=O)(=O)N;207;Val;23488
NC(=O)NO;144;Val;16557
Oc1ccc(c2c1C(=O)c1ccccc1C2=O)N;208;Val;364
CN1CCC(C1)CN1c2ccccc2Sc2c1cccc2;87;Val;8964
O=Cc1ccccc1O;-7;Val;8401
ClC1OCCOC1Cl;30;Val;20830
Fc1ccc(cc1)c1cn(c2c1cccc2)C(C)C;97;Val;3135
CCP(=O)(CC)CC;49;Val;8629
Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C;85.3;Val;19298
CNC(=O)NC(=O)C;178;Val;12810
Cc1c[nH]cn1;51;Val;5409
OC(=O)c1c(Cl)cc(cc1Cl)OC(F)(F)F;152;Val;1722
O=C1C(c2ccccc2)C(N1c1ccccc1)c1ccccc1;134;Val;12478
O=Cc1ccc(c(c1)Cl)O;130;Val;3803
OCCN1CCNC1=O;49;Val;840
ClC=C;-153.7;Val;15665
ON1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C[C@@H]2C=C1;168;Val;7017
O=C1O[C@@H](N2[C@H]1CCC2)C(Cl)(Cl)Cl;110;Val;897
C=CC(Cl)(Cl)Cl;-30;Val;18247
BrCc1cc(F)c(cc1OC)F;42;Val;4466
COC(=O)[C@]1(C(=O)O)[C@H]2[C@@H]1CCC2;137.25;Val;27260
CCC(CCC(O)C)C;-120;Val;13653
OCC(=O)C1(O)CC(OC2CC(N)C(C(O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC;230;Val;22237
Nc1n[nH]c(c1)C;45;Val;3624
COC(=O)c1ccc(cc1)C(=O)O;221;Val;14295
Nc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)N;247;Val;4401
COP(OC)OC;-78;Val;8645
C=Cc1ccc(cc1)I;44;Val;14607
ON=Cc1ccccc1Br;102;Val;2202
N#CCS(=O)(=O)c1ccc(cc1)C(F)(F)F;144;Val;854
CCc1ccc(cc1)C(=O)O;113;Val;5076
CN1CCN(CC1)C1=Nc2ccccc2Oc2c1cc(Cl)cc2;109.5;Val;16628
Cn1nnc2c1cccc2;65;Val;137
CN1CCNC(C1)c1ccccc1;58;Val;129
Oc1cccc(c1)C(=O)N;170;Val;13792
N=C(C(Cl)(Cl)Cl)OC(C)(C)C;21;Val;8450
O=C1N(C)C(=C(C(N1C)c1ccccc1)C(=O)O)C;165;Val;11160
ClC([Si](Cl)(C)C)Cl;-48;Val;24319
O=C(C(=O)NN=C1CCCCC1)NN=C1CCCCC1;210;Val;6556
Clc1c(Cl)cccc1Cl;54;Val;723
CCCCC(=O)OC;-91;Val;7710
Cc1cc(C)c(c2c1cccc2)C;55.5;Val;23925
Nc1cccc2c1cccc2;48;Val;13863
C1CCN(CC1)CCC(c1ccccc1)c1ccccc1;41;Val;8819
OC(=O)CCOc1cccc2c1cccc2;146.5;Val;24232
CC(c1ccccc1)/C=C/c1ccccc1;47.5;Val;25757
CCCCCc1ccc(cc1)NC(=O)c1ccc(cc1)C;129;Val;10743
N#Cc1cccc(c1)C(F)(F)F;16;Val;3185
BrCc1ccc(cc1)S(=O)(=O)Cl;74;Val;4285
NC(=O)OC(C)(C)C;108;Val;8456
CCCCCCCCCCCCCCCCC#C;27;Val;14661
CCc1nccc(c1)C(=S)N;163;Val;16863
Cl[C@@H]1[C@H](Cl)[C@H](Cl)[C@H]([C@H]([C@H]1Cl)Cl)Cl;112.5;Val;26702
CCCCCOC(=O)CCCC;-78.8;Val;22897
CCO[Si](OCC)(OCC)Cl;-51;Val;24043
N#CC(=NNc1ccccc1)c1scc(n1)c1ccccc1;176;Val;9993
FC(c1ncc2c(c1)cccc2)(F)F;31;Val;10867
O=C(C(Oc1ccc(cc1)Cl)(C)C)NC(=O)NCN1CCOCC1;100;Val;8981
ClC1=C(Cl)C(=C(C1(Cl)C1(Cl)C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl;122;Val;18248
CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)(c1ccccc1)O)C;113;Val;19732
OCCN(C(C)C)C(C)C;-39;Val;20796
CCCCCCNCCCCCC;3;Val;6940
BrCC(COP(=O)(OCC(CBr)Br)OCC(CBr)Br)Br;5.5;Val;17442
Clc1ccccc1c1nc2c([nH]1)cccc2;234;Val;932
OCCCCCCCC(C)C;5;Val;17401
CCCOc1ccc2c(c1)nc([nH]2)NC(=O)OC;230;Val;8873
[O-][N+](=O)CN;38;Val;22832
Cc1ccc(c(c1C)C)O;81;Val;23234
O=Cc1cccc2n1ncc2;85;Val;8344
O=Cc1c(Cl)cc(cc1Cl)O;228;Val;1728
OC(=O)C(F)(F)F;-15;Val;8632
c1ccc2c(c1)c1ccc3c(c1cc2)ccc1c3cccc1;368;Val;20064
CCOP(=O)(N=C1SCCS1)OCC;41;Val;18736
Cc1cc(nn1CO)C(=O)OC;89;Val;10562
Fc1c(F)c(F)c(c(c1F)Br)F;-31;Val;6583
OC(=O)CCC(=O)c1ccc(cc1)S(=O)(=O)C;170;Val;3146
CSC(C)C;-102;Val;13258
CNC(=O)Oc1ccccc1OC(C)C;91.5;Val;17193
[O-][N+](=O)/C=C/c1ccccc1;58;Val;14847
CCCCCOCCCCC;-69;Val;14048
Cc1ccc(c(c1)C(=O)CC(C(=O)O)(C)C)C;118;Val;12032
Ic1c(C)noc1C;54;Val;3500
BrCc1cccc(c1)C#N;94;Val;3154
NC(=O)c1cccc(c1)C(=O)O;280;Val;14122
OC(=O)c1ccccc1B(O)O;220;Val;2257
COc1ccc(cc1)[N+](=O)[O-];52;Val;5464
CC1=CC=CC2N1C(=O)c1c(C2)cccc1;98;Val;10938
c1cc2ccc3c4c2c(c1)c1cccc2c1c4c(cc3)cc2;278;Val;15605
N#CCC(=O)C(C)(C)C;68;Val;8650
CCNC(=O)NC(=O)C(=NOC)C#N;160.5;Val;25715
Clc1cc(cc(c1N)Br)C(F)(F)F;31;Val;2183
O=C1NN(C(=O)C1c1ccccc1)c1ccccc1;233;Val;8880
BrC(c1ccccc1)CCC1(C(=O)C2(C(C1CC2)(C)C)C)C1(CCC(c2ccccc2)Br)C(=O)C2(C(C1CC2)(C)C)C;168;Val;11321
CC(=O)Nc1cc(ccc1Nc1ccc(cc1)C)[N+](=O)[O-];176;Val;10075
Clc1ccc2c(c1)sc(n2)NC=C1C(=O)OC(OC1=O)(C)C;250.85;Val;27110
O=C(c1ccccc1C)OCc1ccccc1;130.5;Val;25177
CCOc1ccc(cc1)c1nnc2n1NC(S2)c1ccc(cc1)Cl;109;Val;12074
COC(=O)/C=C/c1cccs1;49;Val;7510
CN(CCOCCN(C)C)C;-80;Val;18067
OCc1ccc(cc1[N+](=O)[O-])C(F)(F)F;64;Val;2960
COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1COc2c(O1)cccc2;289.5;Val;16442
CCc1ccc(cc1)O;43;Val;5080
OCC(=O)[C@H]1[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F;217;Val;16965
COc1ccc2c(c1)ccc(c2)C(O)C;112;Val;790
CC(CB(CC(C)C)CC(C)C)C;-88;Val;23611
NNC(=O)c1ccccc1OC;80;Val;2839
COc1ccc(c(c1)OC(F)(F)F)C#N;32;Val;5297
CC(=O)O[C@H]1C[C@]2([C@H](C1=C(C(=O)O)CCC=C(C)C)C[C@H](C1[C@]2(C)CC[C@@H]2[C@]1(C)CC[C@H]([C@H]2C)O)O)C;192.5;Val;25439
O=Cc1ccc(cc1Cl)Cl;71;Val;1460
Oc1ccc2c(c1)nccc2;239;Val;25992
COc1cc(ccc1Nc1c2ccccc2nc2c1cccc2)NS(=O)(=O)C;235;Val;16999
C=CC1CN2CCC1CC2C(=O)c1ccnc2c1cc(OC)cc2;108;Val;21076
Cc1nn(c(c1/C=N/OCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C;102;Val;25885
[O-][N+](=O)c1cccc2c1[nH]c(c2)C(=O)O;265;Val;6245
ON=C(C(=O)O)Cc1ccc(cc1)OC;159;Val;9324
[O-][N+](=O)c1cccc(c1O)Cl;70;Val;2436
CC(N(C(=O)C(C(F)(F)F)C(F)(F)F)C(C)C)C;53;Val;12403
CNCC(c1ccc(c(c1)O)O)O;211.5;Val;22367
CCC1(C(=O)NC(c2ccc(cc2)Cl)C)C(C1(Cl)Cl)C;147;Val;24800
Clc1ccc(c(c1)Cl)Oc1ccc(cc1)[N+](=O)[O-];70;Val;1433
N#Cc1ccc(cc1)S(=O)(=O)N;170;Val;5022
CC(=O)Nc1ccc(cc1[N+](=O)[O-])C(=O)O;226;Val;4511
OC1CCC(CC1)C(C)(C)C;66;Val;20765
CC(=O)Nc1ccc(cc1)[N+](=O)[O-];216;Val;5460
CSc1nc(N)cc(n1)N;189;Val;4483
[O-][N+](=O)c1cccc2c1c(ccc2)[N+](=O)[O-];171.5;Val;14981
CCOC(=O)C(OC(=O)c1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F)C;45;Val;22874
Nc1ccc(cc1)N1CCOCC1;131;Val;4264
O=C1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O;266.5;Val;17036
Oc1ccc2c3c1ccc1c3c(cc2)ccc1;180;Val;17856
Oc1ccc2c(c1)cncc2;227;Val;6231
CCCCCCCCCCCO;14;Val;53
C/C=C/c1ccc(cc1)OC;22;Val;8584
c1ccc2c(c1)c(c1ccccc1)c1c(c2c2ccccc2)cccc1;251;Val;6278
Cc1ccc(cc1)N(C)C;-25;Val;7870
CCCC(C#C)O;-80;Val;20591
[O-][N+](=O)c1ccc(cc1)[N+](=O)[O-];174;Val;470
Cn1nccc1C(=O)O;224;Val;135
Clc1ccc(cc1)C1C2=C(Nc3c1ccc1c3cccc1)CC(CC2=O)(C)C;266;Val;10574
Nc1ccc(cn1)Br;138;Val;1980
COC(OC)C;-113;Val;6310
COc1ccc(c(c1)CC(=O)O)OC;124;Val;1648
Cc1cn(c2c1cccc2)C(=O)C;65;Val;12865
CCC(=O)N;78;Val;8310
CCCC=CCCC;-119;Val;13425
IC(I)(I)I;171;Val;19738
C#CCC1(CCCCC1)OC(=O)N;99;Val;19941
ClCC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1;109;Val;16219
CCOc1cc(ccc1OCC)C(=O)O;168;Val;3304
COP(=S)(Oc1ccc(c(c1)C)[N+](=O)[O-])OC;3.4;Val;17491
Clc1ccc(c(c1)S(=O)(=O)Cl)Cl;38;Val;1600
O=S(=O)(c1cccs1)c1ccccc1;123;Val;1045
Brc1ccc(c(c1)c1ccno1)O;211;Val;4673
O=CCCCCC=O;-8;Val;23608
CCOC(=O)c1cc2c(=O)oc3c(c2n(c1=O)C)cccc3;203;Val;10497
BrC(C(C(=O)O)Br)c1cccc(c1)C(C(C(=O)O)Br)Br;225;Val;11662
CN(c1ccc(cc1)[N+](=CC(=O)c1ccc(cc1)C(=O)C=[N+](c1ccc(cc1)N(C)C)[O-])[O-])C;133;Val;9886
CS(=O)(=O)C;110;Val;6920
Cc1ccc(cc1)C=C1N=C(OC1=O)C;245;Val;12219
OCC(C(C(C(=O)CO)O)O)O;165;Val;22293
CC(=O)F;-84;Val;19540
Cc1ccc2c(c1)C(=O)C2;46;Val;10995
OC(=O)C1CC(=O)c2c1c(C)c(C)c(c2C)C;214;Val;10872
CCCC#C;-106;Val;18
CC1=C(C)C2=CC=C[CH]C2=N1;106;Val;20939
COc1ccc(cc1[N+](=O)[O-])C(=O)C;98;Val;5318
CCOC(=O)c1cc(C)nc(c1)O;189;Val;7063
COC(=O)c1cc(ccc1Cl)[N+](=O)[O-];71;Val;7493
C=Cc1ccccc1C(=O)N;152;Val;13900
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1cccc(c1C)c1ccccc1;69;Val;25596
CCOc1ccc(cn1)Br;34;Val;5747
Clc1ccc2c(n1)cccc2;36;Val;2504
ClP1OC(=O)c2c(O1)cccc2;38;Val;2340
CC1CCC(C(C1)OC(=O)C)C(=C)C;85;Val;25074
Clc1cc(Cl)c(cc1c1cc(Cl)c(cc1Cl)Cl)Cl;103;Val;28385
OCCN1CCN(CC1)CCO;134.75;Val;23100
O=C1C(=C(O)C(=O)c2c1cccc2)O;282;Val;26376
FC1(F)C(F)(F)C(C1(F)F)(F)F;-40.1;Val;26517
OCCS(=O)(=O)c1ccc(cc1N)S(=O)(=O)N;129;Val;26069
O=S1(=O)CCCO1;32;Val;543
OC(=O)CCc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O;200;Val;21420
OC(=O)/C=C/c1cccc(c1)B(O)O;218;Val;3090
CC=Cc1cc2OC(C)C(C(=O)c2c(=O)o1)O;221.5;Val;25769
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CCC2=O)C)C;158;Val;22176
NNCCO;-70;Val;902
CCc1ccc(cc1)NC(=S)NN;130;Val;4253
CC(=O)Oc1ccccc1OC(=O)C;64;Val;14420
[O-][N+](=O)c1cc(ccc1C)S(=O)(=O)N;143;Val;5387
OCC1OC(SC(C)C)C(C(C1O)O)O;121;Val;25169
COc1nc(OC)ccc1B(O)O;129;Val;1809
O=C(c1ccccc1)OCC(=O)C1(C)CCC(C1(C)C)C;82;Val;11344
CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])C=Cc1ccccc1;192;Val;9499
ON=C1c2ccccc2CCc2c1cccc2;169.5;Val;18416
O=C(C1CCCCC1=CCc1ccccc1)Nc1ccccc1;75;Val;9741
N#Cc1c2cc(C)nc(c2c(=O)n2c1n(C)c1c2cccc1)C;321;Val;11155
COC(=O)C1=C(C)NC(=S)NC1c1ccc(cc1)[N+](=O)[O-];175;Val;11930
Clc1ccc(c(c1)Cl)F;-23;Val;583
N#CCc1cccc(c1)[N+](=O)[O-];63;Val;14093
CCOc1ccc(cc1)C(=O)OC;36;Val;7605
CC(=O)OCCOCCOC(=O)C;18;Val;23440
O=Cc1ccc(c(c1)Cl)Cl;43;Val;3281
Nc1ccc(cc1)S(=O)(=O)Nc1scc(n1)C;237;Val;23225
CCOC(=O)C(C(Br)C)Br;58.5;Val;24546
Clc1ccc(cc1)Nc1cc2-c(cc1=NC(C)C)n(c1c(n2)cccc1)c1ccc(cc1)Cl;211;Val;16612
CCCCCCCCCCC(=O)OC;-10;Val;7709
CC(=O)CCc1ccc(cc1)O;82;Val;4258
OCC1OC(C(C1O)O)n1cnc2c1ncnc2N;257.25;Val;22500
CCCCCCCCCCSc1c(SCCCCCCCCCC)cc(cc1SCCCCCCCCCC)N(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C;50.5;Val;27432
O=C1OC(=O)c2c1cc(cc2)[N+](=O)[O-];115;Val;12629
CCCCCCc1ccc(cc1)c1ccc(cc1)C(=O)O;223;Val;5446
O=Cc1ccc(c(c1)OCc1ccccc1)OC;62;Val;3654
CC(=O)c1ccc(cc1)N1CCNCC1;96;Val;4220
COC(=O)CCC(C1CCC2C1(C)C(=O)CC1C2C(OC(=O)C)CC2C1(C)CCC(C2)OC(=O)C)C;178;Val;12697
Oc1ccc(c2c1CCC2)Cl;92;Val;20100
[O-][N+](=O)c1cc(ccc1S(=O)(=O)Cl)[N+](=O)[O-];102;Val;1547
O=C1OC(c2c1cccc2)c1ccccc1;117;Val;4189
CCSc1ccc(cc1)B(O)O;105;Val;4305
CCCCCC=CCC=CCCCCCCCC(=O)O;-12;Val;7414
OC(=O)c1cc(C)c(c(c1)C)F;166;Val;5121
CCCCCCC(=O)OCCCC;-67.5;Val;17835
NNC(=O)c1ccc2c(c1)cccc2;147;Val;2946
OC1Cc2cc(sc2S(=O)(=O)C1)S(=O)(=O)N;174;Val;26050
BrCC(Br)C;-55;Val;670
CC(C(C(C)(C)C)O)C;-11;Val;13679
OB(c1cc(F)c(c(c1)F)F)O;277;Val;3241
CC(Nc1ccc(cc1)Nc1ccccc1)C;77;Val;8083
O=C1C=C(C(=O)O1)C;8;Val;6674
CCOC(=O)C(c1c(F)cc(cc1F)F)C(=O)OCC;48;Val;6821
Brc1cccc(c1C)Br;4;Val;1714
COC1=CC(=O)C[C@H]([C@@]21Oc1c(C2=O)c(OC)cc(c1Cl)OC)C;219;Val;7275
CCCCS(=O)CCCC;33;Val;6934
CCC(C#CC(CC)(O)C)(O)C;54;Val;3551
COc1ccc(c(c1)C)[N+](=O)[O-];49;Val;4084
CCCOC1CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12C;118;Val;10118
ClC1C2OC2C2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl;160;Val;18700
Cn1ncc(c1N)Br;99;Val;5713
CCCCOP(=O)(OCCCC)OCCCC;-80;Val;8660
COC(=O)CC(=O)C(C)C;-75;Val;7676
COc1c(OC)ccc(c1Cl)/C=C/C(=O)O;195;Val;2286
CC(C(C(=O)O)C(=O)O)C;89;Val;7388
OC1CCC2(C(C1)CCC1C2CCC2(C1=CCC2)C)C;130;Val;10182
O=Nc1c(nc2n1cccn2)c1cccs1;239;Val;10699
COc1ccc(c(c1)[N+](=O)[O-])NC(=O)C;118;Val;5305
OC[C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O;189;Val;7014
CCN(C(=C[N+](=O)[O-])NC)Cc1ccc(nc1)Cl;72;Val;14840
CC(CCCC(C1=CCC2(C(C1)CCC1C2CCC2(C1CCC2O)C)C)C(=O)O)C;193;Val;12038
CC1CC(O)CC(C1)(C)C;31;Val;20309
O=C1C(=CC(=O)c2c1cccc2)NCc1ccc(cc1)[N+](=O)[O-];235;Val;10268
CCCCCCCCCCCCCCCC[N+](C)(C)C;240;Val;16405
Cc1cccc(c1)/N=C/c1ccccc1;31;Val;24648
O=C(c1ccc2c(c1)cccc2)c1ccccc1;81;Val;2066
Clc1cccc(c1)C(=O)O;157;Val;3842
OC1CCC(O)C(O)CC(=O)CC(O)C(C(=O)O)C(O)CC(C=CC=CC=CC=CCCC=CC=CC(C(C(C(OC(=O)CC(CC(C1)O)O)C)C)O)C)OC1O[C@H](C)[C@H]([C@@H]([C@@H]1O)N)O;160;Val;16284
COc1cc(ccc1OC)C(=O)Cl;71;Val;3337
C=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C;4;Val;19458
Clc1cc2NC(CSCC(F)(F)F)NS(=O)(=O)c2cc1S(=O)(=O)N;206.5;Val;18425
CCOC(=O)c1nn(c(c1C(=O)C1=NOC2C1C(=O)N(C2=O)c1ccc(cc1)F)C)c1ccc(cc1)C;211;Val;10595
