SMILES;MP;split;Nr
Cc1ccccc1/N=C(/c1c(O)c2ccccc2n(c1=O)c1ccccc1)\C;140;Val;9220
COc1ccccc1Oc1ccccc1;79;Val;24934
Cc1cc(C(=O)O)c(cc1C)C;152.5;Val;19684
ClB(Cl)Cl;-107;Val;17660
Oc1c(Cl)c(O)c(c(c1Cl)O)Cl;136;Val;24435
Oc1ccc(cc1O)C(C)(C)C;55;Val;5586
Nc1ccc(cc1)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-];188;Val;25526
O=C(NP(=O)(N1CC1(C)C)N1CC1(C)C)NC12CC3CC(C2)CC(C1)C3;130;Val;27019
Clc1ccc(c(n1)Cl)N;119;Val;24656
O=c1ccocc1;32.5;Val;20485
Cc1ccc2c(c1)c1ccccc1cc2;65;Val;18816
CCCC#CCCC;-103;Val;13412
OC(=O)c1cc(ccc1F)C(F)(F)F;102;Val;2613
CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC;-67;Val;15750
O=Cc1c(F)cc(cc1F)O;181;Val;1769
FC(=C(F)F)C(=C(F)F)F;-132;Val;23494
N1CCNC(C1)c1ccccc1;85;Val;3036
OC(c1ccc(cc1)C)(c1ccc(cc1)C)c1ccc(cc1)C;95;Val;4391
CC(CC#C)C;-105;Val;13191
CC(c1cccc(c1O)C(C)(C)C)(C)C;37;Val;1835
ClN=C1C=C(Br)C(=O)C(=C1)Br;80;Val;1713
COc1cc(F)c(cc1F)Br;63;Val;4684
O/N=C(/c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)\C;201;Val;9159
O=C(c1cccc2c1cccc2)c1nn2c(s1)nc(=O)c1c2cccc1;241;Val;10611
NC(=O)Cc1ccccn1;119;Val;3053
COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O;230;Val;3371
CCCC(C(=O)N)CCC;125;Val;1150
CC(=O)OCC1OC(Oc2ccc(cc2)[N+](=O)[O-])C(C(C1OC(=O)C)OC(=O)C)OC(=O)C;177;Val;12590
CCCCCCCCCCCCCCCCCC(=O)OCCC(C)C;25.5;Val;23437
O=C(c1ccc(cc1)C(=O)Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl;197;Val;12561
CCO/C=C/c1c([N+]#[C-])cnn1c1ncnc2c1cnn2C;155;Val;9559
FC(c1ccccc1)(Cl)Cl;-26.8;Val;27004
OC(=O)c1c(C)cc(cc1C)C;154;Val;1396
OC(=O)c1ccc2c(c1)cc[nH]2;210;Val;7337
Cc1cc(C)c(c(c1)C(C)(C)C)O;22.3;Val;18383
Cc1ccc(cc1c1cc(C)ccc1C)C;50;Val;1105
C=CCNCC=C;-88;Val;6780
CCCCS(=O)(=O)O;-15.2;Val;22739
CCCCC(COP(=O)(OCC(CCCC)CC)OCC(CCCC)CC)CC;-70;Val;16192
N/C=C(\c1ccccc1)/C(=O)C;97;Val;9038
Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)OC[C@H]1CO1;200.35;Val;27223
CCCCCCCCC(=O)CCCCCCCC;52;Val;6299
O/N=C/C(=O)c1ccccc1;127;Val;7367
CC(c1ccc2c(c1)cccc2)O;74;Val;836
Clc1c2ccccc2nc2c1cccc2;121;Val;23652
COc1cc(N)ccc1OC;88;Val;3331
CNC(=O)/C=C\C(=O)O;156;Val;8102
CCc1nnc2n1[nH]c(c2)c1ccccc1;189;Val;10776
BrCc1c(F)cccc1F;51;Val;1782
COC(=O)[C@@H](O)C;-44;Val;7461
OC(=O)Cc1ccccc1c1ccccc1;116;Val;14537
O=C(N1C[C@@H]2C[C@H]1CN2)OC(C)(C)C;75;Val;907
S=C=Nc1ccc(cc1)[N+](=O)[O-];108;Val;5498
Clc1cc(Cl)c(c(c1)Cl)c1c(Cl)cc(c(c1Cl)O)O;113;Val;28386
Clc1ccc(c(c1)[N+](=O)[O-])O;87;Val;4883
O=C1c2ccccc2C(=O)c2c1c(O)c(c(c2)O)C;290;Val;24699
Nc1nc2ccccc2c(n1)N;256;Val;1416
CCN(CCOC(=O)c1ccc(cc1)N)CC;61;Val;17189
O=C1CC(C)(C)CC(=O)C1=NNc1ccccc1;148;Val;12540
Cc1cc(nnc1NCCN1CCOCC1)c1ccccc1;122;Val;16785
COC(=O)c1cccc(c1)C(=O)N;148;Val;14271
OC1OC(Cc2c1cccc2)C1CCCCC1;89;Val;10910
Nc1ccc(cc1)Oc1ccc(cc1)N;191;Val;6542
BrCCOc1ccccc1OCC;42;Val;933
NC(=O)c1ccc(c(c1F)F)C;160;Val;1275
O=C1Cc2c1c(C)c(c(c2)C)C;103;Val;10994
ClC(=O)c1ccccc1;-1;Val;6467
CC1CCC(=O)O1;-31;Val;7258
OC(=O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl;149;Val;8742
Brc1ccc2c(c1)[nH]cc2;92;Val;6088
CN(C(=S)Cl)C;42.5;Val;17579
CC(=O)CCc1oc2c(c1c1ccc(o1)C)cc(cc2)I;94;Val;11238
ClCCN(c1ccc(cc1)C(CC(=O)O)N)CCCl;182.5;Val;18365
CC(c1ccc(cc1)C)C/C(=N/NC(=O)N)/C;146;Val;9293
COc1ccc2c(c1)CCC2=O;109;Val;5953
Fc1ccc(c(c1)[N+](=O)[O-])Br;38;Val;287
OCC(NC(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c[nH]3)C;162;Val;21949
[O-][N+](=O)c1ccc(cc1)C1Sc2n(N1)c(nn2)c1ccc(cc1)[N+](=O)[O-];229;Val;12085
O1CC1;-111;Val;16045
O=Nc1c(nc2n1cccn2)c1ccc(cc1)[N+](=O)[O-];191;Val;10700
Cc1ccc(cc1)I;34;Val;5278
FCF;-136;Val;21307
CCO/N=C(\c1c(OC)ccc(c1OC)Cl)/OC(=O)c1ccccc1;73;Val;25754
Nc1ccc(cc1Br)C(F)(F)F;30;Val;2119
Fc1ccc(cc1)c1ccc(cc1)F;88;Val;4413
OC(=O)c1ccc(c(c1)N)N;215;Val;13991
Clc1cc(Cl)c(c(c1)Cl)S(=O)(=O)Cl;46;Val;1368
CCOC(=O)Cc1c(C)n(c2c1cc(OC)cc2)C(=O)c1ccc(cc1)Cl;96;Val;28194
O=C(c1cc(Br)ccc1O)C(=O)c1cc(Br)ccc1O;212.5;Val;19703
COc1cccc(c1OCC(=O)O)OC;81;Val;1808
Clc1ccc(cc1)C(c1cc2c(o1)cccc2)O;48.5;Val;23658
CCCc1ccc(cc1)C;-64;Val;13719
O=C1C=C(NCc2cccnc2)C(=O)c2c1cccc2;209;Val;10328
[O-][N+](=O)/C=C/c1ccccc1Cl;48;Val;2464
Cl/C=C(\C(=C\Cl)\Cl)/Cl;-4;Val;25938
Cc1cccc(c1)N/N=C\1/C(=O)N(N=C1C(F)(F)F)c1ccccc1;161;Val;9677
OC(=O)CS(=O)(=O)c1ccc(cc1)C;118;Val;8327
CC(=O)Nc1ccccc1[N+](=O)[O-];92;Val;2966
OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C;235;Val;16998
OC(=O)c1ccc(cc1C)[N+](=O)[O-];154;Val;2883
Nc1nn2c(c1/N=N/c1ccc(cc1)C(=O)O)nc(cc2C(F)(F)F)c1cccs1;184;Val;10606
OC1CCOc2c1cccc2;40;Val;5001
[O-][N+](=O)c1cnc(cc1C)O;189;Val;2708
CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O;74;Val;17684
OC(=O)c1ccc(c(c1)N)Cl;216;Val;3605
CC(c1ccccc1)(c1ccccc1)C;29;Val;14439
NC(=O)c1cccc(c1F)C(F)(F)F;96;Val;2577
Cl/C=C(/c1cc(Cl)c(cc1Cl)Cl)\OP(=O)(OC)OC;96;Val;25627
N#Cc1c(F)c(F)c(c(c1F)F)F;2;Val;8231
COc1ccc2c(c1)c(c1ccc(o1)C)c(o2)CCC(=O)C;36;Val;12292
Oc1cccc2c1C(=O)c1c(C2)cccc1O;179;Val;420
ClC(C(F)(F)F)C(F)(F)F;-119.6;Val;19899
Cc1ccncc1CNC(=O)C;92;Val;12598
CCOC(=O)[C@H](N[C@H](C(=O)N1CCC[C@H]1C(=O)O)C)CCc1ccccc1;143.75;Val;16266
S=C(NC(C)(C)C)Nc1c(cc(cc1C(C)C)Oc1ccccc1)C(C)C;146;Val;25470
Cc1ccc(cc1)C(c1ccccc1)O;52;Val;5400
CC/C=N/O;40;Val;25652
[O-][N+](=O)c1ccc(o1)C(=O)OCC;100;Val;7147
Brc1ccc(c2c1cccc2)F;35;Val;285
O=C1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@H]1C)C)CC[C@]1([C@H]3CC[C@@H]1O)C;151;Val;21969
NC(=N)NCC1COc2c(O1)cccc2;164;Val;8832
O[Si](c1ccccc1)(c1ccccc1)c1ccccc1;152;Val;8683
N=c1[nH]c2c(n1P(=O)(N(C)C)N(C)C)cccc2;199.5;Val;27282
C[C@@H]1C(=O)[C@H](C)[C@H](O[C@H]1c1ccc(cc1)C)c1ccc(cc1)C;140.35;Val;27180
NCC(N)C;-37;Val;682
[O-][N+](=O)c1cc(Br)c(cc1C)F;61;Val;4787
ON(c1ccccc1)/C=C/1\C(=O)C2(C(C1CC2)(C)C)C;107;Val;11517
n1cncnc1;86;Val;20028
OC[C@H](NC(=O)OC(C)(C)C)C;60;Val;7972
Oc1cc(Br)c(c(c1)Br)C;108;Val;3400
CC1CCC(C(C1)OC(=O)C(c1ccccc1)c1ccccc1)C(C)C;53;Val;11407
COc1cc2C(C)N(C)CCc2c(c1OC)O;151.5;Val;25220
BrCCC(C)C;-112;Val;291
O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2[C@H](O)C[C@]2([C@H]1C[C@@H]1[C@]2(O1)C(=O)C)C)C;205.5;Val;27487
COC(=O)c1ccc2c(c1)nn[nH]2;174;Val;7463
Oc1cc(C)c(c(c1C)C)O;173;Val;15142
OC(=O)/C=C/c1ccc(c(c1)C(F)(F)F)F;143;Val;5119
O/N=C(\c1ccccc1)/C=Cc1ccc(cc1)N;139;Val;9185
OCc1ccc(cc1)O;118;Val;5230
Br/C(=C\c1cccc(c1)/C=C(/[N+](=O)[O-])\Br)/[N+](=O)[O-];153;Val;9855
CCC(C1(CC(=C)Br)C(=O)NC(=O)NC1=O)C;131.5;Val;17113
CC1CC(OC(=O)C(c2ccccc2)O)CC(C1)(C)C;56;Val;22036
NC(=O)/C=C/c1ccccc1;149;Val;25562
OC(=O)CCCCCCCCCCC(=O)O;129;Val;6999
CCOC(=O)C1=C(C)NC(=O)NC1c1ccco1;206;Val;12404
O=Cc1cc(Br)c(c(c1)Br)O;181;Val;3395
NC(=O)c1nn(c2c1c(N)ncn2)c1ccccc1;295;Val;10277
OC(=O)Cc1cc2NC(=O)CCc2cc1/C=C/C(=O)O;234;Val;9876
COC(=O)c1ocnc1C(=O)OC;75;Val;6913
Clc1sc(cc1Cl)S(=O)(=O)Cl;56;Val;1264
O=P(Oc1ccccc1)Oc1ccccc1;12;Val;26254
NN(c1ccccc1)c1ccccc1;50.5;Val;19675
CCc1c(Cl)cc(c(c1Cl)O)[N+](=O)[O-];50;Val;1437
CSc1c(C#N)c(N)nc2n1nc(c2/N=N/c1ccc(cc1)C(=O)O)N;306;Val;9146
Cc1ccc(o1)C(c1ccc(o1)C)c1ccc(cc1)C(c1ccc(o1)C)c1ccc(o1)C;156;Val;11249
[O-][N+](=O)c1cc2c(cc1)cnn2C;126;Val;125
CN1CCC(CC1)N(c1ccccc1)Cc1ccccc1;114;Val;8773
O=C1CC(C)(C)CC(=O)C1=NNc1cccc(c1)[N+](=O)[O-];186;Val;10531
CCOC(=O)C(=O)c1cc(C(=O)C(=O)OCC)c(cc1[N+](=O)[O-])[N+](=O)[O-];118;Val;11827
OCC(c1ccccc1)C(=O)O;118;Val;16195
CSB(C)C;-84;Val;24782
[O-][N+](=O)c1ccc2-c3c(Cc2c1)cc(cc3)[N+](=O)[O-];334;Val;17839
BrCc1ccc2c(c1)cccc2;53;Val;924
CCOCCN(C(=O)C(Cl)Cl)Cc1ccc(cc1)CN(C(=O)C(Cl)Cl)CCOCC;140;Val;17830
O=C1NCCOCC1;81;Val;456
OC(c1ccccc1)c1ccc(cc1)C(F)(F)F;60;Val;4358
OC(=O)CC[C@H]1CC[C@@H](C1=O)CCC(=O)O;121.35;Val;27164
[O-][N+](=O)c1ccc2=C(C(=c3ccc(=C4N=c5c(=C4O)ccc(c5)[N+](=O)[O-])cc3)N=c2c1)O;360;Val;9021
CCCCCCCCCCCCC(=O)OC;6.5;Val;18442
Sc1nc2c(s1)cccc2;180;Val;2801
CCCC(CO)O;-40;Val;24450
Clc1ccc2c(c1)C(=O)CCO2;102;Val;6112
CCCCNC(=O)NCCCC;72;Val;7876
CC1CCC(C(C1)OC(=O)C(C(=O)c1ccccc1)C(=O)c1ccccc1)C(C)C;139;Val;11308
CCO[P@@](=O)(N1Cc2ccccc2C[C@@H]1C(=O)NO)c1ccc(cc1)OC;167.1;Val;27201
COC(=O)c1ccc(c(c1)O)O;136;Val;7518
CCCCCCCC/C=C/CCCCCCCC(=O)OC;10;Val;7667
CCCCC=C;-140;Val;168
COc1cc(C#N)cc(c1OC)OC;93;Val;3254
CCCCCCC=O;-43;Val;7281
CNC(=O)N(c1nc2c(s1)cccc2)C;120;Val;17538
COc1ccccc1c1nnc(o1)c1ccccc1;100;Val;938
COc1c2c(=O)cc(oc2cc2c1cco2)C;144.5;Val;21104
CC(=O)Nc1ccccc1c1cc2c([nH]1)cccc2;152;Val;11482
ClC1c2ccccc2CCc2c1cccc2;107;Val;6787
N#CC(=CN(c1ccccc1)O)c1ccccc1;155;Val;11289
OCCC(C)C;-117;Val;4067
Brc1ccc2c(c1)Oc1c(O2)ccc(c1)Br;145;Val;22801
O[C@H]1[C@H](O[C@H]2CC[C@]3(C(=C2)CC[C@@H]2[C@@H]3CC[C@]3([C@]2(O)CC[C@@H]3c2ccc(=O)oc2)C)C)O[C@H]([C@@H]([C@H]1O)O)C;221;Val;21592
CC1NC(CC2C1Nc1c2cccc1)C(=O)O;287;Val;10033
O=C1CC2(C(C1CC2)(C)C)C;186.5;Val;17664
Nc1ccc(cc1)c1ccc(cc1)NNc1ccccc1;140;Val;11579
CCOC(=O)/C=C/c1ccc(cc1)/N=[N+](/c1ccc(cc1)/C=C/C(=O)OCC)\[O-];141;Val;9720
Oc1ccc2c(c1)OCC1C2Oc2c1ccc1c2C=CC(O1)(C)C;177.5;Val;25521
CCOc1ccc(cn1)B(O)O;103;Val;6126
OC(=O)[C@H](NC(=O)OC(C)(C)C)COCc1ccccc1;62;Val;8001
COc1cc(ccc1O)C=C1SC(=S)N(C1=O)CNc1cccc(c1)[N+](=O)[O-];215;Val;12066
O=C(C1C(=O)C2(C(C1CC2)(C)C)C)c1ccccc1;98;Val;11520
CCOc1cc(ccc1C(=O)O)CC(=O)N[C@H](c1ccccc1N1CCCCC1)CC(C)C;130.5;Val;16251
BrC(C(c1ccccc1)Br)c1cc(/C=C\c2ccccc2)c(cc1[N+](=O)[O-])[N+](=O)[O-];212;Val;9770
COc1cc(N)ccc1C;58;Val;4049
CNCc1ccccc1;-55;Val;7929
c1csc(c1)c1cccs1;32;Val;1118
CCC(CN(CC(CC)O)CC(CC)O)O;41;Val;18201
CCOP(=S)(OCC)C;-84.4;Val;17744
CCCCCCCCc1ccc(cc1)O;45;Val;5521
N#CCc1cc(OC)c(c(c1)OC)OC;77;Val;3261
OC(=O)c1ccc(cn1)C(=O)O;254;Val;20703
[O-][N+](=O)c1ccc(o1)/C=N/O;163;Val;25842
OC(=O)CCC1CCCCC1;16;Val;27961
OC(=O)c1ccc2-c3c(C(=O)c2c1)cccc3;341;Val;23537
FC(c1ccccc1)C(=O)O;80;Val;6374
Nc1cccc(c1)c1ccccc1;33;Val;14167
N#Cc1ccc(cc1C)NC(=O)C;163;Val;4509
Cc1ccc(c(c1)[N+](=O)[O-])Br;31;Val;4783
CCCCCCCCN;-1;Val;20
NC(=O)c1ccc(c(c1)F)F;133;Val;3310
Cc1c(O)ccc(c1C)O;224;Val;15149
CNc1ccc(cc1)N;36;Val;27005
CCCCCCCCCCCCCC#N;19;Val;8479
CCCCCCCCCCCCSc1c(SCCCCCCCCCCCC)cc(cc1SCCCCCCCCCCCC)N(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C;50;Val;27433
COC(=O)C(C1=CCC2(C(C1)CCC1C2CCC2(C1CCC2O)C)C)(C)C;150;Val;10083
Cl/C(=C/c1ccccc1)/c1ccc2c3c1c(ccc3CC2)[N+](=O)[O-];161;Val;9353
CCCCCCCCCCCC(=O)CC;34;Val;23444
CC1=Nc2c(C1(C)C)c1ccccc1cc2;117;Val;763
C/C(=C/C(=O)O)/C(F)(F)F;29;Val;3188
OC(=O)Cc1ccc(c(c1)F)O;132;Val;3920
COc1cccc(c1OC)C#N;46;Val;1306
Brc1ccc(nc1)c1cccnc1;77;Val;5734
Clc1c(Cl)cccc1Br;58;Val;319
O=C(c1ccco1)OCc1ccco1;27.5;Val;23379
c1ccc(cc1)c1nc2ccccc2nc1c1ccc2c(c1)cccc2;122;Val;11645
[O-][n+]1ccc(cc1)C;184;Val;5566
Fc1ccc(c(c1)C(F)(F)F)C(=O)O;123;Val;5090
Oc1ccc(c(c1)I)Cl;76;Val;4907
CCOC(=O)CCCCCCCCC(=O)OCC;2;Val;14671
Oc1cccc2c1c(=O)cc(o2)c1ccccc1;158;Val;5933
CCCCCCCCC(=O)C;3;Val;2530
CCC(c1ccccc1)C(=O)NC(=O)NC(=O)C;100;Val;8750
OC(C(C(=O)O)O)C(=O)O;210;Val;16128
OC1CCC2(C(C1)CC=C1C2CCC2(C1CCC2C(CCC(C(C)C)C)C)C)C;146;Val;24303
CC(c1cccc2c1cccc2)(C)C;-11.3;Val;17559
CN1CCN(CC1)c1ccc(cc1)N;92;Val;4261
C[Si](Cl)(Cl)Cl;-78;Val;7727
CC=CCCl;-65;Val;15015
CC1CCC(=O)CC1;-41;Val;5408
ClC(=O)c1cccc(c1Cl)Cl;30;Val;1257
Nc1ccc(cc1)c1ccc2c(c1)nn(n2)c1ccccc1;143;Val;11768
CCCCOC(=O)C1(O)c2ccccc2-c2c1cccc2;71;Val;22657
O=C1C(C)CCCC1=O;58;Val;4104
COc1ccc2c(c1)c(Cl)c1c(n2)cc(cc1)Cl;164;Val;6047
C=C1CCC1;-134.7;Val;18645
OC(=O)c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C;208;Val;3533
Clc1ccc(cc1Cl)c1n[nH]nn1;161;Val;5611
NC1=C(Cl)C(=O)c2c(C1=O)cccc2;199;Val;18107
CC(=O)c1ccc2-c3c(Cc2c1)cccc3;130;Val;1879
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@@H](CC1CC(=O)NC(=O)C1)O;120;Val;15427
Cc1cccc(c1)C(=O)C;-9;Val;4093
O=C1CCC2C34C1Oc1c4c(CC2N(CC3)C)ccc1O;266.5;Val;21850
Clc1cc(Cl)c(cc1C)Cl;82.4;Val;17762
N#CC1(CCN(CC1)C)c1cccc(c1)OC;45;Val;5009
O=C(c1ccccc1C(=O)Oc1ccccc1)Oc1ccccc1;75;Val;6962
Clc1ccc2c(c1)nc(s2)C;69;Val;18710
CCCOC1CCC2C1(C)CCC1C2CCC2=CC(CCC12C)O;125;Val;10065
CCCCCCCC/C=C\CCCCCCCC(=O)O;14;Val;8190
Nc1cccc(c1)Oc1ccccc1;36;Val;4174
OC(=O)c1ccc(cc1)OCc1ccccc1;189;Val;4647
O=C(c1ccccc1)Cc1ccccc1;55;Val;6765
CC(=O)Nc1ncc(s1)Cl;210;Val;1853
NNC(=O)c1cc2c(s1)cccc2;186;Val;6439
CCOC(=O)COc1cccc2c1cccc2;56.5;Val;25381
O=C1CCCCCC1c1ccccc1;22.2;Val;24242
CC(OC(=O)C)C;-73;Val;7379
COC=O;-100;Val;7668
CC(=O)c1ccc(cc1)C(=O)O;210;Val;4529
CCCCC#C;-132;Val;166
CC(=O)OC1CCC2(C(C1)CCC1C2CCC2(C1CCC2(O)CCc1ccccc1)C)C;138;Val;11176
ClC[C@H](Cl)C;-100;Val;16674
Fc1cccc(c1)F;-59;Val;577
CCOC(=O)C1=C(NC(=O)NC1c1ccccc1)c1ccccc1;172;Val;12395
CN(C(CN1c2ccccc2Sc2c1cccc2)C)C;60;Val;8891
CCCCCCCOC(=O)CCCCCC;-33;Val;23424
CC(=O)Nc1ccc(cc1)C;149;Val;5396
O=C1N=NC(=C1NNc1ccccc1)C(F)(F)F;186;Val;9698
COC(=O)c1ccc(c(c1)[N+](=O)[O-])O;75;Val;7611
ClC#CC1(C)CCC2=C1CCC1C2CCC2(C1(C)CCC(C2)OC(=O)C)C;110;Val;10054
ClCC(=O)Nc1ccc2c(c1)nn(n2)C;176.5;Val;25848
C=C/C=c/1\c(=C/C)\c(O)c(c(=O)n1C)C1=NNC(=O)/C/1=C\Nc1ccncc1;238;Val;9108
CCOC(=O)c1c(SC)nn(c1N)C(=O)c1ccccc1;95;Val;10409
CCCCCCCCCCCCCCCCCC1CCCCC1;38;Val;17519
COc1ccc2c3c1O[C@@H]1[C@@]3(CCN(C2)C)C=C[C@@H](C1)O;126.5;Val;21884
CC(=O)Oc1ccc(cc1)N;74;Val;13962
Cc1c(Cl)c(Cl)c(c(c1Cl)Cl)C;216;Val;12919
CN([Si](N(C)C)(N(C)C)C)C;-11;Val;23994
COC(=O)CCC(C1CCC2C1(C)C(=O)CC1C2C(=O)CC2C1(C)CCCC2)C;140;Val;10145
O/N=C\1/CCC2(C(C1)CCC1C2CCC2(C1CCC2O)C)C;199;Val;9041
OCCSc1ccc(cc1)S(=O)(=O)N;111.5;Val;25527
Brc1ccc2c(c1)C(C)(C)CCC2(C)C;36;Val;6074
CC(=O)N1C(=O)Cc2c1cc1c(c2)CC(=O)N1C(=O)C;295;Val;11598
Ic1ccc(c(c1)C(c1ccc(o1)C)c1ccc(o1)C)O;104;Val;11258
Ic1nccn1C(c1ccccc1)(c1ccccc1)c1ccccc1;171;Val;2758
COC(=O)C1(O)c2cc(Cl)ccc2-c2c1cccc2;139;Val;18150
O=C(C(C(F)(F)F)C(F)(F)F)Nc1c(Cl)cc(cc1Cl)Cl;219;Val;11881
O=C(N1CCCC1C(=O)N)COC(=O)c1ccccc1;194.5;Val;26124
Clc1cc(Br)cc(c1S(=O)(=O)Cl)Cl;45;Val;4690
COc1ccnc(n1)OC;17;Val;1528
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C;49;Val;17499
CCCCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CC;-67;Val;6535
Cc1ccc(cc1)NC(=O)CC(c1ccc(cc1)C)C;105;Val;11279
O=C1c2ccccc2-c2c3c1ccc1-c4ccccc4C(=O)c(c31)cc2;385;Val;17432
Cc1cccc(c1)c1cccc(c1)C;7;Val;14318
N#Cc1ccc(c(c1)Cl)S(=O)(=O)Cl;103;Val;2324
NC(=O)/C=C/C(=O)O;172.5;Val;25716
CC1=CCC(CC1)C(=C)C;-74.3;Val;17799
OC(=O)CCCCc1cccs1;41;Val;5610
Fc1ccc(c(c1)F)C(=O)N;161;Val;1493
CCOc1ccc(cc1C=O)Br;69;Val;5746
[O-][N+](=O)c1ccc(c(c1)I)C;61;Val;15266
CC1CCc2c(C1)c(C)co2;86;Val;22885
ClCc1ccc2c(c1)OCO2;20.5;Val;24336
[O-][N+](=O)c1ccc(c(c1O)[N+](=O)[O-])O;147.5;Val;19713
C/C=C/c1ccc(c(c1)OC)OC;18;Val;25255
COc1cc(OC)nc(n1)S(=O)(=O)C;131;Val;4493
Cc1ccc(c2-c3c(-c12)nc1ccccc1n3)C;195;Val;10863
CCOC(=O)NN;46;Val;7166
Nc1ccc(cc1)O;188;Val;4605
C1OC(=O)C=C1;4;Val;989
CCCCC(COC(=O)C)CC;-45;Val;2569
CC(CC#N)C;-101;Val;19117
COC(=O)C1=C(C(=O)OC)[C@@H]2c3c([C@@]1(COC(=O)[C@@H](/N=C(/O)\C)C)c1c2cccc1)cccc3;180.35;Val;27214
[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1CC(=O)c1ccccc1)CC(=O)c1ccccc1;171;Val;11837
N#CC1CCN(CC1)C(=O)OC(C)(C)C;47;Val;333
CCCCCCCO;-34;Val;179
O=C(CC(c1ccco1)N1CCCCC1)Cc1ccccc1;130;Val;11560
O=C1CNC(O1)c1ccccc1;91;Val;3022
N#CCc1cccc(c1)C#N;87;Val;13858
O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(nc1=O)N)COP(=O)(O)O;233;Val;22462
NO[Si](C(C)(C)C)(C)C;64;Val;8173
OB(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O;222;Val;3375
O=C(N[C@@H](C(=O)O)Cc1ccccc1)OCc1ccccc1;86;Val;7933
Clc1ccccc1c1ccccc1;34;Val;14390
COc1cc(C#N)c(cc1OC)N;99;Val;1940
CC(=O)Nc1ccc(cn1)[N+](=O)[O-];200;Val;1854
Brc1cccc(c1)NC(=O)c1cncc(n1)Cl;100;Val;10382
COc1nc2c(n1C)c(=O)n(c(=O)n2C)C;176;Val;19514
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](OC2O[C@H](C)[C@H]([C@@H]([C@@H]2O)N)O)C[C@@H]2O[C@@](C[C@H](C[C@@H]3[C@@H](/C=C/C(=O)O1)O3)O)(O)C[C@@H]([C@H]2C(=O)O)O;290;Val;17083
ClCCCOc1ccc(cc1)/C=C/C(=O)c1ccccc1;74;Val;9549
CC(=O)c1ccc[nH]1;90;Val;18679
COc1ccc(cc1C)B(O)O;215;Val;5317
FC(c1cncc(c1)C(F)(F)F)(F)F;37;Val;3387
BrCC(F)(F)F;-93.9;Val;23171
OC1CCCC1;-19;Val;6729
C1CNC(CN1)c1cscc1;98;Val;952
N#Cc1ccccc1c1ccccc1;38;Val;14264
COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-];110;Val;7533
NC(=S)c1ccccn1;123;Val;8357
NCCOCC1=C(C(=O)OCC)C(C(=C(N1)C)C(=O)OC)c1ccccc1Cl;178.5;Val;16310
COc1cc(OC)c2c(c1)oc(cc2=O)c1ccc(c(c1)OC)OC;196;Val;3229
COc1ccc(cc1)NC(=O)C(=O)C;127;Val;12125
COc1ccc(cc1C(=O)NCc1cccnc1)C(=O)NCc1cccnc1;124;Val;21634
Clc1cc(Cl)c(c(c1)Br)Cl;59;Val;320
Clc1ccc(c(c1)I)N;40;Val;4864
CCCC(c1ccc(cc1)Cl)(Cn1cncn1)C#N;65.5;Val;26323
CN1C(=O)c2c(C1C1=COCCC1)cccc2;95.5;Val;27598
SC1CCCCC1;-30;Val;6704
O=C1CCC(O1)c1ccccc1;36.5;Val;18709
COc1cc(C=C)ccc1O;27;Val;2823
CCOC(=O)C1C(c2ccccc2O)C(C(=O)OCC)C(NC1(O)C(F)(F)F)(O)C(F)(F)F;91;Val;10659
Brc1ccc(c(c1)Br)C;-9.7;Val;24490
COc1ccccc1C1(C)CCc2c(-c3c1cc(o3)C)c1c(o2)cccc1;158;Val;11221
CCCC(COC(=O)N)(COC(=O)NC(C)C)C;92;Val;8789
O=C1C(CCC2C(=O)C3(C(C2CC3)(C)C)C)C2C(C1(C)CC2)(C)C;210;Val;11487
NC(=N)N;50;Val;16746
Cc1cc(Cl)c(cc1C)O;71;Val;2318
COc1nsnc1NS(=O)(=O)c1ccc(cc1)N;149.5;Val;22932
